gene_symbol	n_sgrna	median_efficient_lfc	median_noneater_lfc	median_efficient_minus_noneater_lfc	s1_median_efficient_lfc	s3_median_efficient_lfc	s1_median_noneater_lfc	s3_median_noneater_lfc	efficient_consistent_positive	noneater_consistent_positive	efficient_p_wilcoxon	noneater_p_wilcoxon	contrast_p_wilcoxon	modules	tracked_candidate	efficient_fdr	noneater_fdr	contrast_fdr	screen_call	gene_norm
CTSD	4	0.2041563955752843	-0.0891586658259818	0.5374293467867003	0.167462161912637	0.708099481387678	-0.3902123259596084	0.0096624134883542	False	False	0.625	0.625	0.25	lipid_lysosomal_apc	False	0.9600924529799222	0.9889744952178532	0.920009505703422	UNRESOLVED	CTSD
RUNX1	4	-0.3380220538731324	-0.6242799207713291	0.5256576038423345	0.1697061280409848	-1.1278195170653755	-0.4879663356864785	-0.9618882561174652	False	False	0.375	0.125	0.25		False	0.9052095024317248	0.8757238508867174	0.920009505703422	UNRESOLVED	RUNX1
EHF	4	0.3266722921777159	-0.213039484526507	0.4916982134204058	0.2726620516416997	0.380682532713732	-0.1677411387976801	-0.2583378302553338	True	False	0.625	0.25	0.375		False	0.9600924529799222	0.8757238508867174	0.9965506589785832	UNRESOLVED	EHF
PLEK	4	0.2057880055855198	-0.1715782556221672	0.484743985307714	-0.4494918701357877	0.8610678813068273	-0.3304229911697802	-0.052534386514299	False	False	0.625	0.375	0.25		False	0.9600924529799222	0.9645063778899814	0.920009505703422	UNRESOLVED	PLEK
SMPD1	4	0.2847882499301247	-0.1413241493075961	0.4814560691254719	0.1114436760977866	0.276093259070753	-0.3283142526838312	0.0161355051755931	False	False	0.375	0.625	0.625		False	0.9052095024317248	0.9889744952178532	0.9971256078463696	UNRESOLVED	SMPD1
INPP5D	4	0.4246626596054574	0.0513046020376668	0.476714131826513	0.2474772439972334	0.6461670961184578	0.0025410632911631	0.0887448118158218	False	False	0.125	0.875	0.125		False	0.8221627590893646	1.0	0.920009505703422	UNRESOLVED	INPP5D
TRAF2	2	-0.1989450339922392	-0.6600891580814594	0.4611441240892201	-0.6829329275629878	0.2850428595785093	0.065966728308606	-1.3861450444715249	False	False					False				UNRESOLVED	TRAF2
REPIN1	4	-0.0445255740130753	-0.4107134325412671	0.4466542884550597	-0.7072826814605979	0.2893859146207604	-0.302439296529158	-0.0906309611013389	False	False	0.875	0.25	0.875		False	1.0	0.8757238508867174	1.0	UNRESOLVED	REPIN1
BTK	4	0.0576855170089453	-0.1662875900931754	0.4338300491685158	0.4053213808341782	-0.1451571254033798	-0.1172932221925961	-0.0529841341157852	False	False	0.875	0.125	0.375		False	1.0	0.8757238508867174	0.9965506589785832	UNRESOLVED	BTK
FYN	4	0.027857674796432	-0.292998425841289	0.4186300452819976	0.0507229983381651	-0.1006409308633273	-0.3811032297800933	-0.2347549597155274	False	False	0.875	0.125	0.625		False	1.0	0.8757238508867174	0.9971256078463696	UNRESOLVED	FYN
SOX4	4	-0.0391891221660876	-0.4650962740622016	0.4137975508120692	-0.0412120936590165	0.027431106064226	-0.6423997860231525	-0.6344578346112046	False	False	0.625	0.125	0.375		False	0.9600924529799222	0.8757238508867174	0.9965506589785832	UNRESOLVED	SOX4
PDCD5	4	0.4697621577946655	-0.1067503454542474	0.4111839998383905	0.5539683740508763	-0.1706872294033046	0.1693451800458549	-0.4945113601574189	False	False	0.625	0.875	0.25		False	0.9600924529799222	1.0	0.920009505703422	UNRESOLVED	PDCD5
RELB	4	0.1060404802641525	-0.2139997016219683	0.3953160386774433	0.1035354337771594	0.1085455267511457	-0.1527366658905513	-0.2091416176208427	False	False	0.625	0.375	0.25		False	0.9600924529799222	0.9645063778899814	0.920009505703422	UNRESOLVED	RELB
ATF3	4	-0.0322919340781784	-0.3440638197471269	0.3357368346306388	0.185727671878962	-0.2023816421119382	-0.2774287263430264	-0.5527336593151084	False	False	0.625	0.125	0.625		False	0.9600924529799222	0.8757238508867174	0.9971256078463696	UNRESOLVED	ATF3
CD274	4	0.3521602726187036	-0.0703621973935738	0.3307475199272691	0.0312701417838692	0.3688707067951045	0.1304782908509723	-0.0487451750717227	False	False	0.625	0.875	0.375		False	0.9600924529799222	1.0	0.9965506589785832	UNRESOLVED	CD274
DRAP1	4	0.0477923421926752	-0.0468699697783164	0.3305502782254012	0.2369147056163847	0.1600476065901526	-0.2061480749218942	-0.0206009914089706	False	False	0.875	0.625	0.375		False	1.0	0.9889744952178532	0.9965506589785832	UNRESOLVED	DRAP1
STAT1	3	0.2459072469741761	-0.0735227966905025	0.3194300436646786	0.2729990050360706	0.2188154889122815	0.0725939638988757	-0.2248769893595197	False	False	1.0	0.75	1.0		False	1.0	1.0	1.0	UNRESOLVED	STAT1
CHUK	4	-0.0915459915697065	-0.2157268179144431	0.3121510024535778	-0.1889203003085358	0.229421165611618	-0.5168363188814658	0.0853826830525794	False	False	1.0	0.25	0.25		False	1.0	0.8757238508867174	0.920009505703422	UNRESOLVED	CHUK
PSAP	4	0.0075972852513475	-0.2695193951374999	0.310391200533483	-0.0628420538578584	-0.0962986693937397	-0.3510476689875552	-0.1879911212874445	False	False	1.0	0.375	0.25		False	1.0	0.9645063778899814	0.920009505703422	UNRESOLVED	PSAP
MAPK8	4	0.2695687271125947	0.0577552330613437	0.3040193755370265	-0.177761513801103	0.3971384920989815	-0.0084213865747746	0.0559756189848157	False	False	0.375	1.0	0.125		False	0.9052095024317248	1.0	0.920009505703422	UNRESOLVED	MAPK8
ZFP36	4	0.1181725577759931	-0.1814072279040267	0.2995797856800198	-0.0590653996042407	0.2580018884439143	-0.0986450359739821	-0.2414708131456311	False	False	0.875	0.875	0.625		False	1.0	1.0	0.9971256078463696	UNRESOLVED	ZFP36
TRIM21	4	0.1880035692349194	-0.1876397543542399	0.2955998778740747	0.0545557150984603	0.0574614998602971	0.0437791535396359	0.0778349035613654	False	False	0.625	0.625	0.25		False	0.9600924529799222	0.9889744952178532	0.920009505703422	UNRESOLVED	TRIM21
HDAC7	4	-0.2653289344547921	-0.3273079732836498	0.2833587805156745	0.0372945708097549	-0.1210034597465763	-0.310614090330259	-0.4067413738596785	False	False	0.875	0.25	0.375		False	1.0	0.8757238508867174	0.9965506589785832	UNRESOLVED	HDAC7
NFE2L3	4	-0.0964334596473079	-0.1606946523378832	0.2512051224034715	0.2670862653402839	-0.3306928234532613	-0.2856767486386016	0.0294779306783843	False	False	0.875	0.25	0.25		False	1.0	0.8757238508867174	0.920009505703422	UNRESOLVED	NFE2L3
NCF1	4	-0.0976925795277917	0.0399071993902387	0.2471804065886498	-0.2509613147065683	0.3989365616605309	0.0913821021857463	-0.0115677034052688	False	False	0.875	1.0	1.0		False	1.0	1.0	1.0	UNRESOLVED	NCF1
CREB1	4	0.5207258630069799	0.390004660329752	0.242058133690615	0.4616973745141608	0.7180900500671796	0.462448139533463	0.2271700811460881	True	False	0.25	0.25	0.375		False	0.8221627590893646	0.8757238508867174	0.9965506589785832	UNRESOLVED	CREB1
BATF	4	-0.018874599324435	-0.3296660286350493	0.2339745660670392	-0.073722041161899	-4.3460605682721365e-05	-0.2856507018750138	-0.2604773953116068	False	False	0.625	0.125	0.375		False	0.9600924529799222	0.8757238508867174	0.9965506589785832	UNRESOLVED	BATF
MAPK9	4	-0.0099729814916932	-0.0868412603804079	0.2256556376053937	-0.1027086937807779	-0.0629838777296385	-0.1285539101075579	-0.2080756249319526	False	False	0.875	0.875	1.0		False	1.0	1.0	1.0	UNRESOLVED	MAPK9
CD40	4	0.1136592266005451	0.0930294219534142	0.2247298171610834	-0.1290229043009962	0.0909933686127559	0.0597485341941577	0.1270404976741148	False	False	0.625	0.625	0.875		False	0.9600924529799222	0.9889744952178532	1.0	UNRESOLVED	CD40
BIRC2	4	-0.2647535402544885	-0.2996224932593949	0.2160090242917458	-0.4567526118519001	-0.0771339649594884	-0.0170435085861879	-0.4361555286713001	False	False	0.25	0.125	0.375		False	0.8221627590893646	0.8757238508867174	0.9965506589785832	UNRESOLVED	BIRC2
RNF114	4	-0.0739443636531741	-0.0346346231013681	0.2152636574429139	-0.6414861670512819	0.4935974397449336	-8.576580041452786e-05	0.0673391387852704	False	False	0.875	0.625	0.875		False	1.0	0.9889744952178532	1.0	UNRESOLVED	RNF114
RFX5	4	-0.0348021664960261	-0.2186523980089827	0.207967572525812	-0.0668226777610114	-0.3289935748659487	-0.1754423448027964	-0.2345094282097335	False	False	1.0	0.625	0.125		False	1.0	0.9889744952178532	0.920009505703422	UNRESOLVED	RFX5
MAP3K14	2	0.362249747830454	0.1559886570388065	0.2062610907916475	0.4353486033981677	0.2891508922627404	1.14915597639476	-0.8371786623171471	True	False					False				UNRESOLVED	MAP3K14
VAV1	4	0.1521325789287351	-0.1157581249782395	0.2016859038826065	0.160697352121639	0.21086499511734	-0.3098424551298755	-0.105863225943144	False	False	0.625	0.375	0.125		False	0.9600924529799222	0.9645063778899814	0.920009505703422	UNRESOLVED	VAV1
PTGS2	4	0.0497977057424607	0.1821477144774218	0.1975779614558408	0.1073656107162697	0.2975180042310406	0.0360373914540956	0.1869952585786958	False	False	0.875	0.875	0.875		False	1.0	1.0	1.0	UNRESOLVED	PTGS2
JUNB	3	-0.3983695941128311	-0.5925022612201634	0.1941326671073322	0.4643659571223457	-0.6909581132278242	-0.9882744029468724	-0.1967301194934543	False	False	0.25	0.25	0.75		False	0.8221627590893646	0.8757238508867174	1.0	UNRESOLVED	JUNB
IKBKG	4	0.0987543540458351	-0.0952218742890596	0.1939762283348947	0.3151403359490869	-0.1930663994314227	-0.3330334791383929	0.1425897305602737	False	False	0.875	0.625	0.875		False	1.0	0.9889744952178532	1.0	UNRESOLVED	IKBKG
CXCR2	4	0.3310920392728752	0.1309656541600508	0.1920243199075076	0.0930757098380914	0.2899851511490245	0.0770995309757194	0.0162995809743811	False	False	0.375	0.625	0.625		False	0.9052095024317248	0.9889744952178532	0.9971256078463696	UNRESOLVED	CXCR2
DAP	4	-0.1814257018524284	-0.1704396379858771	0.1818417421956418	0.1939273646802592	-0.5068535329003818	0.3311350180901247	-0.672014294061879	False	False	0.375	0.25	0.875		False	0.9052095024317248	0.8757238508867174	1.0	UNRESOLVED	DAP
IKBKB	4	-0.0170870311891755	-0.245487815116946	0.1730418918207208	-0.4449894451636984	0.408291205491422	-0.4872837208260943	-0.0036919094077978	False	False	0.875	0.375	0.625		False	1.0	0.9645063778899814	0.9971256078463696	UNRESOLVED	IKBKB
TYRO3	4	0.3951754181249329	-0.0026826115754948	0.1698454518586819	0.4598484197280823	0.3485919178392889	-0.0744829781449867	0.0513948040438394	True	False	0.875	1.0	0.625	resolution_efferocytosis	True	1.0	1.0	0.9971256078463696	UNRESOLVED	TYRO3
LAIR1	4	0.049009864731866	-0.0278759098036055	0.1628195105270481	-0.1705432525765784	-0.1269831373586081	0.2258306524052806	-0.3433656458908474	False	False	0.875	0.875	0.625		False	1.0	1.0	0.9971256078463696	UNRESOLVED	LAIR1
CASP7	4	0.0608716517022693	0.1532228060176744	0.1609482102081521	0.2490251778798164	0.1177678802669679	0.4365465100653247	-0.0587547768904579	False	False	0.875	0.625	0.875		False	1.0	0.9889744952178532	1.0	UNRESOLVED	CASP7
ID3	3	0.1655108790428681	0.0808647844276171	0.1602346463331077	-0.0731428737481056	0.2302236788822016	0.3883660532078012	-0.1087157830038449	False	False	0.5	0.25	0.5		False	0.9600924529799222	0.8757238508867174	0.9971256078463696	UNRESOLVED	ID3
HEXA	4	0.0838147093407313	-0.0895673822955308	0.1552003923350254	0.0181850730908972	-0.1581141882948129	0.129016254191949	-0.4100649649026502	False	False	1.0	0.625	0.625		False	1.0	0.9889744952178532	0.9971256078463696	UNRESOLVED	HEXA
IRF5	4	0.1539774177221006	-0.092586200813583	0.1436995868634513	-0.2251761174666318	0.0469819759288168	-0.3473270990300703	-0.0182559029593352	False	False	1.0	0.375	0.25		False	1.0	0.9645063778899814	0.920009505703422	UNRESOLVED	IRF5
ETS2	4	0.2366996443976923	-0.0212230581435147	0.143239649194892	0.2416650082334157	0.1474173950928181	-0.0302263877700177	0.054211097154057	False	False	0.875	0.875	0.625		False	1.0	1.0	0.9971256078463696	UNRESOLVED	ETS2
HLX	4	-0.0329975038198396	0.1505534444672356	0.1342283678369731	0.3484914675645438	-0.4144864752042232	-0.0520367658924159	0.1388174416441729	False	False	0.875	0.875	1.0		False	1.0	1.0	1.0	UNRESOLVED	HLX
TRIB2	1	-0.1764345633320092	-0.2872099893394113	0.110775426007402	0.0455138923193363	-0.3983830189833548	-0.2577458545771511	-0.3166741241016715	False	False					False				UNRESOLVED	TRIB2
UBE2L6	4	-0.0301723268216369	-0.1856027963923653	0.1079975687833193	-0.2897472060236798	0.3072168923491474	-0.2643943147871603	-0.3164639706589776	False	False	0.875	0.25	0.625		False	1.0	0.8757238508867174	0.9971256078463696	UNRESOLVED	UBE2L6
FOS	3	-0.0490282845244522	-0.1494240928218917	0.1003958082974394	0.0227631277868374	-0.494987080703873	0.0552824362261255	-0.3541306218699089	False	False	0.25	0.5	1.0	stress_cytotoxicity	False	0.8221627590893646	0.9889744952178532	1.0	UNRESOLVED	FOS
ZBP1	3	-0.0258069478438658	-0.0996009707171636	0.0737940228732978	0.0709858887814025	0.2236409354881163	0.2465284559199423	-0.572273838064814	False	False	0.75	0.75	0.75		False	1.0	1.0	1.0	UNRESOLVED	ZBP1
CCL20	4	0.4503784995290573	0.0615379178570411	0.0728829969806544	0.6051563479452589	0.2956006511128557	-0.0013165741160461	0.2198720267140352	True	False	0.375	0.625	0.625		False	0.9052095024317248	0.9889744952178532	0.9971256078463696	UNRESOLVED	CCL20
SOCS1	3	-0.1415160300793021	-0.4452706529315542	0.0720347469065618	0.0869087399519958	-0.3699408001106001	-0.5134361969480263	-0.3761451078232625	False	False	0.75	0.25	0.75		False	1.0	0.8757238508867174	1.0	UNRESOLVED	SOCS1
CSF1	4	0.1099167260400968	0.0118501335782787	0.0682033620680345	0.2736552145726714	-0.2803319003983266	-0.2272390101092001	0.2561258093738021	False	False	0.875	0.625	1.0		False	1.0	0.9889744952178532	1.0	UNRESOLVED	CSF1
HERC6	4	0.2029232546924467	0.0912153140589062	0.0641004437858125	0.0570054222407594	0.0895603213457787	0.1927484693290184	0.1454839624524209	False	False	0.375	0.25	0.875		False	0.9052095024317248	0.8757238508867174	1.0	UNRESOLVED	HERC6
NCF2	2	-0.0991708039481312	-0.1626344984550457	0.0634636945069144	0.0837856345695768	-0.2821272424658394	-0.1201870708489931	-0.2050819260610983	False	False					False				UNRESOLVED	NCF2
IRF7	3	0.3161190619825804	0.1445637121251626	0.0593802930542981	0.4783567193828766	0.1538814045822842	-0.0297047710030065	0.3188321952533317	False	False	0.75	1.0	0.25		False	1.0	1.0	0.920009505703422	UNRESOLVED	IRF7
IRF2	4	-0.0335570063339304	0.1202359390409308	0.0555816663513061	-0.3441003769319044	0.0962752517345248	0.1079672561600422	-0.1062246655860645	False	False	0.625	0.875	1.0		False	0.9600924529799222	1.0	1.0	UNRESOLVED	IRF2
TAPBPL	4	-0.0804243520464642	-0.0073186839508037	0.055200484756485	-0.2637236341467015	-0.2305931561877854	-0.0192479217905214	-0.2181622201107556	False	False	0.625	0.625	1.0		False	0.9600924529799222	0.9889744952178532	1.0	UNRESOLVED	TAPBPL
PARP12	4	-0.2122249313182258	-0.2662636865857817	0.0540387552675558	-0.1660370938554378	-0.2584127687810138	-0.2260907949017963	-0.2508662165504689	False	False	0.625	0.125	0.625		False	0.9600924529799222	0.8757238508867174	0.9971256078463696	UNRESOLVED	PARP12
PTPN6	4	-0.2756899099216953	-0.0037533925050319	0.034851895715515	0.3691924140223406	-0.9205722338657312	0.3993077574972492	-0.2145218346308992	False	False	0.375	0.875	1.0		False	0.9052095024317248	1.0	1.0	UNRESOLVED	PTPN6
JAK1	4	0.086975758060254	0.1415476859342075	0.0294760225567655	-0.5227678262180844	0.5405803273257273	-0.1623850879091009	0.2548913497043914	False	False	0.875	0.375	1.0		False	1.0	0.9645063778899814	1.0	UNRESOLVED	JAK1
POU2F1	4	-0.2726807185785106	-0.340689823785799	0.0272373262708706	-0.0772558045250075	-0.4681056326320136	-0.1489756667543138	-0.3911073929015924	False	False	0.125	0.125	0.875		False	0.8221627590893646	0.8757238508867174	1.0	UNRESOLVED	POU2F1
ITCH	4	-0.1039503665670441	-0.2950508605076498	0.026859529257555	0.0486228364454763	-0.3717268469000294	-0.0855683159494617	-0.2272530812402557	False	False	0.625	0.125	0.875		False	0.9600924529799222	0.8757238508867174	1.0	UNRESOLVED	ITCH
FADD	4	-0.0720489966389964	-0.2865387369836897	0.0194573439678912	0.1826187426819261	-0.8493155633179199	0.1291100400359424	-0.7460128602240974	False	False	0.25	0.25	1.0		False	0.8221627590893646	0.8757238508867174	1.0	UNRESOLVED	FADD
H1F0	4	-0.1366057557036304	-0.1527801209770684	0.0161743652734379	0.0099515364665339	-0.6907444859503307	0.2461721580883613	-0.309578017626734	False	False	0.375	0.875	1.0		False	0.9052095024317248	1.0	1.0	UNRESOLVED	H1F0
TSC22D1	3	-0.2868280610680251	-0.1082534907529058	0.0150441963789547	-0.5185017369305047	0.2182602045107158	-0.1024803154535591	-0.4934398054694715	False	False	0.75	0.25	0.75		False	1.0	0.8757238508867174	1.0	UNRESOLVED	TSC22D1
IFNAR1	3	0.2205842498008938	0.3291767591320225	-0.0003772458494761	0.2409479166088552	0.3488399306713621	0.2545659379151077	0.2148531349741533	False	False	0.25	0.25	0.75		False	0.8221627590893646	0.8757238508867174	1.0	UNRESOLVED	IFNAR1
PRKCB	4	-0.1765661594564255	-0.1206165678459133	-0.0175002117259774	-0.2420400767661379	-0.1110922421467131	-0.1130559207067696	-0.1542182737889035	False	False	0.375	0.125	0.875		False	0.9052095024317248	0.8757238508867174	1.0	UNRESOLVED	PRKCB
IFNGR1	4	-0.1756480447984757	-0.2061140616813708	-0.017604257844289	-0.1642063888378158	-0.1070032465391475	0.3509791750550133	-0.6075585509292087	False	False	0.875	0.625	1.0		False	1.0	0.9889744952178532	1.0	UNRESOLVED	IFNGR1
FOXN3	4	-0.1390815974472674	0.0096223544065304	-0.0235080624869885	0.2153632324101053	-0.1619728554367447	0.4576717019472414	-0.4903011441922404	False	False	0.625	1.0	1.0		False	0.9600924529799222	1.0	1.0	UNRESOLVED	FOXN3
SRC	4	-0.016652970909878	0.0643829431580949	-0.0320921288834976	0.4574308393550927	-0.5404402631268774	0.4466556762650504	-0.2983413618780759	False	False	0.875	0.875	0.875		False	1.0	1.0	1.0	UNRESOLVED	SRC
STAT4	4	0.1421557752095398	0.1469606906661335	-0.0419731364238392	0.3273092286614441	0.1512080467544125	0.4775170041177792	-0.1495177555255646	False	False	0.375	0.25	0.875		False	0.9052095024317248	0.8757238508867174	1.0	UNRESOLVED	STAT4
TBX21	4	-0.0185593722985214	-0.0827112783236164	-0.0482331210322815	-0.1837792601303489	0.2378887063094363	-0.0936217085153832	-0.0718008481318497	False	False	1.0	0.875	1.0		False	1.0	1.0	1.0	UNRESOLVED	TBX21
DNM1L	4	0.1116667924715488	0.1313088230538155	-0.0501845919607857	0.5224413565849058	0.130870365821353	0.0590119810047404	0.2646907878599287	False	False	0.625	0.125	0.625		False	0.9600924529799222	0.8757238508867174	0.9971256078463696	UNRESOLVED	DNM1L
SOX2	4	-0.2333878196140457	-0.0946684700017111	-0.0516994724043594	0.0736252545677595	-0.4851207348252786	-0.0101443518488575	-0.1631492295390226	False	False	0.375	0.875	0.625		False	0.9052095024317248	1.0	0.9971256078463696	UNRESOLVED	SOX2
CTSS	4	-0.1222503338505425	-0.0390042526529229	-0.0519872568312869	-0.2472882713091266	-0.020759613079494	0.1982245983482022	-0.0639679330979876	False	False	0.375	0.875	0.875	lipid_lysosomal_apc	False	0.9052095024317248	1.0	1.0	UNRESOLVED	CTSS
PRKDC	4	-0.1483161731625819	-0.0419773250801771	-0.0550328695489363	0.0914041481752874	-0.3966286946970805	-0.2383977407987993	0.2286598318036441	False	False	0.625	0.625	0.875		False	0.9600924529799222	0.9889744952178532	1.0	UNRESOLVED	PRKDC
DTX3L	4	-0.1934819600605924	-0.0803746026569198	-0.0592974018889751	-0.4831709391377803	0.5777468966400363	-0.3841385555842092	0.4206645468277259	False	False	0.625	0.625	0.875		False	0.9600924529799222	0.9889744952178532	1.0	UNRESOLVED	DTX3L
KLF6	4	0.1702739885243966	0.2872626334351185	-0.0609235421986645	0.2956601165292229	0.3433672213658036	0.0576768273636629	0.4665344292321483	True	False	0.375	0.375	0.375		False	0.9052095024317248	0.9645063778899814	0.9965506589785832	UNRESOLVED	KLF6
CEBPE	4	0.0074159161442395	0.0717816978706941	-0.0643657817264545	0.062180167219811	0.0152530343593351	-0.0178177087143123	0.2459805677845801	False	False	1.0	0.875	0.625		False	1.0	1.0	0.9971256078463696	UNRESOLVED	CEBPE
MEF2A	4	-0.1939348173657716	0.047266919188456	-0.069722525326264	-0.0334901528361637	-0.3362393249106059	-0.1773815271428904	0.205980327490781	False	False	0.375	1.0	0.875		False	0.9052095024317248	1.0	1.0	UNRESOLVED	MEF2A
RNF14	4	-0.0474655388727662	0.1262238474185254	-0.0714125178408917	-0.2342181956152333	0.1113919358986208	-0.0113875717647971	0.0449916017651368	False	False	0.875	0.875	0.625		False	1.0	1.0	0.9971256078463696	UNRESOLVED	RNF14
MAP3K7	4	-0.2014518292263342	0.0001462026624242	-0.0752895638259569	-0.3548003100446344	0.1487094150879504	0.0025132250640564	0.1563059726060303	False	False	0.625	1.0	0.875		False	0.9600924529799222	1.0	1.0	UNRESOLVED	MAP3K7
PTPN2	4	0.0592300022774662	0.3843537085101146	-0.0753878253768604	0.0506093592314951	0.2793517499245954	0.1748622483356181	0.3120388122868431	False	False	0.875	0.25	0.625		False	1.0	0.8757238508867174	0.9971256078463696	UNRESOLVED	PTPN2
IRF3	4	-0.3186235955153442	-0.2425271901719514	-0.0760964053433927	-0.6025597556768276	-0.2374593085391212	-0.2867495122551042	-0.130749399270579	False	False	0.125	0.875	0.625		False	0.8221627590893646	1.0	0.9971256078463696	UNRESOLVED	IRF3
TRAFD1	4	-0.0808893889797585	-0.2280227691548755	-0.0775555865165287	-0.3443670797667868	0.0246154560084344	-0.2518224271971019	-0.2042231111126491	False	False	0.625	0.625	1.0		False	0.9600924529799222	0.9889744952178532	1.0	UNRESOLVED	TRAFD1
SP100	4	0.0157283723191867	0.0414849291326967	-0.0961651497047267	0.4684199064398968	-0.4247037730449001	0.0101316830281499	0.138976827341374	False	False	0.875	0.625	1.0		False	1.0	0.9889744952178532	1.0	UNRESOLVED	SP100
CSF2	4	-0.088638426345059	0.179331039867761	-0.1124089936673524	0.2315860698214327	-0.0307326717518625	0.6174498415901297	-0.0846178633456871	False	False	0.625	0.875	0.625		False	0.9600924529799222	1.0	0.9971256078463696	UNRESOLVED	CSF2
FCGR2B	4	0.0071336404775743	0.1824360407212492	-0.1232342873864228	0.557531969911683	-0.7954091759911865	0.1525679612190027	0.2429023208320266	False	False	1.0	0.375	0.625		False	1.0	0.9645063778899814	0.9971256078463696	UNRESOLVED	FCGR2B
NFKB1	4	-0.3021210476620992	-0.4080192072606867	-0.1254413543536999	-0.0317319265471347	-0.4647568735962286	-0.1571206355976258	-0.5468782258186149	False	False	0.375	0.25	0.625		False	0.9052095024317248	0.8757238508867174	0.9971256078463696	UNRESOLVED	NFKB1
ID1	4	-0.1370264422627533	-0.0108411663139914	-0.1261852759487618	0.1137814872144331	-0.2626646031832056	0.054371381114959	-0.0956860576545497	False	False	0.875	1.0	0.625		False	1.0	1.0	0.9971256078463696	UNRESOLVED	ID1
BATF2	4	-0.0895414701996009	-0.1865616986018189	-0.1275444565150156	0.2291130302587614	-0.0753632191377762	-0.2876390260638777	-0.0854843711397601	False	False	0.875	0.625	0.625		False	1.0	0.9889744952178532	0.9971256078463696	UNRESOLVED	BATF2
IRF9	4	-0.1312359231388502	-0.023348486373537	-0.1548997685988722	-0.4763425266122438	0.3051910871496548	0.0023297900765759	0.2956268715686523	False	False	0.875	1.0	0.625		False	1.0	1.0	0.9971256078463696	UNRESOLVED	IRF9
IL7R	3	0.4388892132710165	0.6283890478029444	-0.1553618289551992	0.1088840743201973	0.6939502521254353	0.3723967011341078	0.5346212276559128	False	True	0.5	0.25	0.75		False	0.9600924529799222	0.8757238508867174	1.0	UNRESOLVED	IL7R
IRF1	4	-0.3384660521308842	-0.3106574730244544	-0.1569538749450338	-0.6125606982848342	-0.2149901210407279	-0.597782820912329	-0.1669047740955103	False	False	0.125	0.25	0.625		False	0.8221627590893646	0.8757238508867174	0.9971256078463696	UNRESOLVED	IRF1
PRDM1	4	-0.3162059251501468	-0.0415358880924837	-0.1612087595947517	0.1952320886960676	-0.6194699854667916	0.0659925529695648	-0.2943379913348858	False	False	0.875	0.875	0.875		False	1.0	1.0	1.0	UNRESOLVED	PRDM1
TNFRSF1B	4	-0.2710317472540494	-0.28609663815531	-0.1722989187384183	-0.3611278722881774	-0.1338950146815112	-0.2851421632727788	-0.2870511130378412	False	False	0.125	0.875	0.625		False	0.8221627590893646	1.0	0.9971256078463696	UNRESOLVED	TNFRSF1B
PROS1	4	-0.2577536827167738	-0.0376079996632008	-0.1729480030886631	-0.314071776580616	-0.0832915341445399	0.4190880411364504	-0.4209368307497592	False	False	0.875	0.875	0.625	resolution_efferocytosis	True	1.0	1.0	0.9971256078463696	UNRESOLVED	PROS1
TNFSF15	4	-0.2038733402061429	-0.0276009136559144	-0.1762724265502284	-0.3671914267351008	-0.0145500385719645	-0.1091530180672417	0.0539511907554128	False	False	0.625	0.875	0.625		False	0.9600924529799222	1.0	0.9971256078463696	UNRESOLVED	TNFSF15
PIK3CA	4	-0.1403520437939969	-0.0065511477503272	-0.1790647935683836	-0.3504274252623665	0.131182901488335	-0.0415170537801912	0.0263256547926393	False	False	0.625	0.875	0.875		False	0.9600924529799222	1.0	1.0	UNRESOLVED	PIK3CA
MAP2K3	4	-0.0938596568649258	0.1926576323742432	-0.1799145918975532	0.1527643736888531	0.0559426680391552	0.398604698915022	0.0978870081328999	False	False	1.0	0.25	0.625		False	1.0	0.8757238508867174	0.9971256078463696	UNRESOLVED	MAP2K3
CD300LF	4	-0.070799246030108	-0.0476916851661017	-0.1802260625574201	0.2138737627633271	-0.0929052419568767	0.0385375263078906	-0.1339208966400942	False	False	0.625	1.0	0.625		True	0.9600924529799222	1.0	0.9971256078463696	UNRESOLVED	CD300LF
SOX9	4	0.0160235121213749	0.1359128770687219	-0.1867543016951117	-0.1873132053633377	0.2173945657498397	0.03338824599756	0.2080023636274124	False	False	0.875	0.875	0.875		False	1.0	1.0	1.0	UNRESOLVED	SOX9
FBXO6	3	-0.2514243676586798	0.1549054796220388	-0.1869282413480155	-0.242718366396053	-0.2601303689213066	-0.1774676932579924	0.1069697672311011	False	False	0.5	0.5	0.25		False	0.9600924529799222	0.9889744952178532	0.920009505703422	UNRESOLVED	FBXO6
STAT5A	4	-0.2210439788645035	0.1785840253177191	-0.1906947195207481	-0.4246899800301764	-0.2158343904886361	-0.1621762945433633	0.2000867335415008	False	False	0.875	0.875	0.625		False	1.0	1.0	0.9971256078463696	UNRESOLVED	STAT5A
IKBKE	4	-0.1778578158086765	-0.0957160117163077	-0.1918742529382572	-0.0341101041086391	-0.0924615082590671	-0.0655679990858226	-0.126305552311476	False	False	0.625	0.375	0.875		False	0.9600924529799222	0.9645063778899814	1.0	UNRESOLVED	IKBKE
MMP9	4	-0.1421181996544064	-0.0995291915963021	-0.20377966074271	-0.5582064677131098	-0.0484112369649145	-0.0547387075613938	0.0274984265726021	False	False	0.125	1.0	0.625		False	0.8221627590893646	1.0	0.9971256078463696	UNRESOLVED	MMP9
