tracking_id	gene_type	D0_RPKM	Description	D3_RPKM	D7_RPKM	D14_RPKM	D21_RPKM	LCL_RPKM	late_mean_RPKM	early_mean_RPKM	log2_late_vs_D0	log2_early_vs_D0
KIR2DS4	protein_coding	12.08351437	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4	4.525141046	0.025245719	0.0	0.0	0.0	0.0	2.2751933825	-6.928786532612464	-2.3588134587589855
NRP1	protein_coding	17.49555174	neuropilin 1	8.121645833	16.22019949	0.016914084	0.080074652	0.036309366	0.044432700666666665	12.1709226615	-6.928669526470912	-0.5199670224884643
VCAN	protein_coding	343.7393868	versican	0.715660162	1.046265884	3.303177931	1.501377447	3.448604906	2.751053428	0.8809630230000001	-6.914095929507114	-8.453320343983805
GPRIN3	protein_coding	14.81242955	GPRIN family member 3	6.741022214	7.09391988	0.026246299	0.040665345	0.013522267	0.026811303666666664	6.917471046999999	-6.877688162351287	-1.0874922107627887
NMUR1	protein_coding	13.7599874	neuromedin U receptor 1	2.201118253	0.061996207	0.01018427	0.0	0.052470029	0.020884766333333332	1.13155723	-6.841149685332024	-3.4923703699318858
CDCP1	protein_coding	19.39667529	CUB domain containing protein 1	1.775097675	2.021011055	0.063845473	0.151128608	0.0	0.071658027	1.898054365	-6.827546994665488	-3.286560383435979
CEBPD	protein_coding	183.2447232	CCAAT/enhancer binding protein delta	11.15759044	7.431080439	1.226052544	1.823905174	1.510516084	1.520157934	9.2943354395	-6.822280479793754	-4.28662382635833
GBP5	protein_coding	132.4398162	guanylate binding protein 5	26.37525139	11.52131879	0.682994516	2.199300658	0.339164609	1.0738199276666667	18.94828509	-6.819070907908872	-2.7986928004851945
CLEC10A	protein_coding	12.91402568	C-type lectin domain containing 10A	0.329295659	0.966550388	0.0	0.0	0.047560043	0.015853347666666667	0.6479230235	-6.811623762901089	-4.1210337003541575
ANXA1	protein_coding	234.1033987	annexin A1	50.5028871	81.71915917	1.194711022	3.81429452	0.979241142	1.996082228	66.111023135	-6.803922887775111	-1.8226186829451976
ABCA1	protein_coding	22.36677915	ATP binding cassette subfamily A member 1	16.55047495	23.20604381	0.174605486	0.086077496	0.05315694	0.10461330733333334	19.878259380000003	-6.778749527579749	-0.16936242099701904
IGSF6	protein_coding	55.58968524	immunoglobulin superfamily member 6	8.712196841	13.4150528	0.319380254	0.453602962	0.452503741	0.40849565233333335	11.0636248205	-6.775030889260039	-2.3186045932774637
FOSL2	protein_coding	153.2586706	FOS like 2, AP-1 transcription factor subunit	47.49108621	54.02171451	0.685079048	2.739906131	0.484240125	1.3030751013333333	50.75640036	-6.772173692783892	-1.5924084799544298
HLX	protein_coding	19.27754074	H2.0 like homeobox	5.418576512	9.725727728	0.043892012	0.094451612	0.094222726	0.07752211666666667	7.57215212	-6.770242900949983	-1.336682254886909
CCL5	protein_coding	1307.895974	C-C motif chemokine ligand 5	399.2894412	17.29624238	9.733600106	16.34102156	9.590997386	11.888539684000001	208.29284179	-6.76955835427869	-2.6499804726524694
DDX60L	protein_coding	21.25836448	DEAD-box helicase 60 like	22.84335057	20.56489046	0.078585342	0.185024593	0.023816287	0.09580874066666666	21.704120515	-6.769212199887785	0.029799622779812296
GPR162	protein_coding	11.75522949	G protein-coupled receptor 162	0.458836685	1.629613174	0.026505007	0.0	0.0	0.008835002333333333	1.0442249295	-6.767237164975031	-3.3730810030723095
FCRL3	protein_coding	29.45980834	Fc receptor like 3	64.41447609	91.87379761	0.109813259	0.20623255	0.205732784	0.1739261976666667	78.14413685	-6.753705856485865	1.4043457337516463
GZMK	protein_coding	10.68596552	granzyme K	1.941630265	0.427317014	0.0	0.0	0.0	0.0	1.1844736395	-6.753011516812553	-3.069906138967783
ARRDC4	protein_coding	11.69675749	arrestin domain containing 4	2.546081894	11.09952528	0.0	0.010585455	0.021119606	0.010568353666666667	6.822803587	-6.737308034644581	-0.7689620465383129
PHLDA1	protein_coding	57.84814426	pleckstrin homology like domain family A member 1	9.193861675	9.364407004	0.248115193	0.866408647	0.217893042	0.44413896066666664	9.2791343395	-6.734643520763778	-2.6272357824769084
DAB2	protein_coding	12.52355211	DAB2, clathrin adaptor protein	5.740497713	10.0318729	0.021740903	0.028070666	0.009334214	0.019715261	7.8861853065	-6.720367038463181	-0.6605394709492822
ZNF683	protein_coding	11.97367548	zinc finger protein 683	4.786910286	0.187506311	0.019251327	0.0	0.024796027	0.014682451333333332	2.4872082985	-6.718076471777639	-2.2223968130739458
KLRC1	protein_coding	14.31377156	killer cell lectin like receptor C1	0.726419237	0.221831237	0.018220382	0.047050322	0.046936305	0.037402336333333334	0.474125237	-6.712897540164562	-4.649938601534064
NDRG1	protein_coding	430.8308201	N-myc downstream regulated 1	39.85104584	82.85932447	5.263217624	4.579898379	2.247355606	4.030157203000001	61.355185155	-6.70511577833782	-2.8098496381693234
GATA2	protein_coding	11.7991748	GATA binding protein 2	7.481713877	6.169077183	0.008858475	0.034312735	0.0	0.014390403333333331	6.82539553	-6.700751693059912	-0.7808931517980762
G0S2	protein_coding	171.6521786	G0/G1 switch 2	13.44095932	9.021136952	0.553990422	4.023462127	0.089193601	1.5555487166666666	11.231048136	-6.696875124348198	-3.921975175580931
KIR2DL4	protein_coding	10.26463703	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4	0.908356978	0.179965683	0.0	0.0	0.0	0.0	0.5441613305	-6.695525783869124	-4.0081037266416555
PTGDR	protein_coding	11.57130363	prostaglandin D2 receptor	2.018461491	0.053537905	0.010993504	0.014194212	0.014159815	0.013115843666666667	1.035999698	-6.6890208863187315	-3.3609313559085585
STAB1	protein_coding	11.5729958	stabilin 1	0.176547167	1.111423194	0.004206825	0.010863246	0.027092303	0.014054124666666667	0.6439851805	-6.677312435445566	-3.971757172368555
GPNMB	protein_coding	212.1248597	glycoprotein nmb	40.00385515	85.06482068	1.145196443	3.40859682	1.412925307	1.98890619	62.534337914999995	-6.666702146703976	-1.7605679559059029
SDPR	protein_coding	18.14604386	caveolae associated protein 2	0.118366974	0.08740874	0.071794245	0.079454404	0.092472172	0.08124027366666668	0.102887857	-6.653536305558201	-6.490757358714379
CD68	protein_coding	418.2061834	CD68 molecule	274.2457155	420.496288	4.437389406	3.409754084	4.350206417	4.065783302333333	347.37100175	-6.649827719281333	-0.26766674154445447
FASLG	protein_coding	9.923084631	Fas ligand	2.471111247	0.064198919	0.0	0.0	0.0	0.0	1.267655083	-6.647182759884568	-2.8735502306708725
MAF	protein_coding	10.49282534	MAF bZIP transcription factor	2.98050788	3.812800977	0.004847819	0.012518478	0.0	0.005788765666666667	3.3966544285	-6.645757201711783	-1.5990403114017717
C5AR2	protein_coding	10.52410522	complement component 5a receptor 2	0.932875231	1.553204449	0.019329448	0.0	0.0	0.006443149333333333	1.24303984	-6.641114428819382	-2.9837673334758184
AQP9	protein_coding	82.6138293	aquaporin 9	21.24569243	20.27766508	0.261430632	1.673660349	0.266575516	0.7338888323333332	20.761678755	-6.632129682615276	-1.9872733030004328
LILRA2	protein_coding	13.31369932	leukocyte immunoglobulin like receptor A2	3.560137792	9.299392061	0.078608955	0.0	0.033749877	0.037452943999999995	6.429764926500001	-6.60862555084115	-1.0386042078712348
PYHIN1	protein_coding	64.11535549	pyrin and HIN domain family member 1	16.98162747	1.493465817	0.716888884	0.246828733	0.718172553	0.5606300566666667	9.2375466435	-6.602931903301704	-2.781802873224894
DOCK5	protein_coding	15.28599249	dedicator of cytokinesis 5	2.411249012	4.139947064	0.081409124	0.048512775	0.052428147	0.060783348666666674	3.275598038	-6.580355695760268	-2.1884024842078498
CD36	protein_coding	14.55099908	CD36 molecule	1.185639914	1.256212845	0.018425105	0.031719318	0.110748584	0.05363100233333334	1.2209263795	-6.575385860432219	-3.47137708138634
NLRP3	protein_coding	22.68612191	NLR family pyrin domain containing 3	2.037230305	1.89485984	0.133402839	0.028707076	0.257737587	0.13994916733333332	1.9660450725	-6.5692827887570955	-3.4632117723774893
MATK	protein_coding	30.47944714	megakaryocyte-associated tyrosine kinase	7.185808815	13.63779485	0.313696262	0.168761446	0.185187732	0.22254848000000002	10.4118018325	-6.566902495349346	-1.5405523403041443
SECTM1	protein_coding	23.93592056	secreted and transmembrane 1	1.778267859	1.529877301	0.014611437	0.245251351	0.207017487	0.15562675833333334	1.65407258	-6.55500938689018	-3.77641170885495
KCNE3	protein_coding	9.696283007	potassium voltage-gated channel subfamily E regulatory subunit 3	1.469962192	1.494217635	0.0	0.014023142	0.0	0.004674380666666667	1.4820899134999999	-6.548254165708245	-2.63040285930541
PILRA	protein_coding	83.47244757	paired immunoglobin like type 2 receptor alpha	58.13634489	78.84583376	0.456063354	1.570250873	0.358977132	0.7950971196666666	68.491089325	-6.544839352276048	-0.2850062204891435
PDE2A	protein_coding	11.35299316	phosphodiesterase 2A	0.342676698	1.080576988	0.014200723	0.0	0.054872298	0.023024340333333334	0.711626843	-6.540637095036326	-3.81876429542224
NUPR1	protein_coding	17.94669745	nuclear protein 1, transcriptional regulator	6.329128828	27.06341086	0.0	0.0	0.282544202	0.09418140066666668	16.696269844	-6.538186016202186	-0.10359397633334222
ZNF467	protein_coding	11.55310443	zinc finger protein 467	1.241160809	0.683019513	0.048783173	0.031493083	0.0	0.026758751999999997	0.9620901609999999	-6.522485174251865	-3.4557361983022017
CLC	protein_coding	31.85483668	Charcot-Leyden crystal galectin	19.50858747	4.938110512	0.474075335	0.272044517	0.0	0.24870661733333332	12.223348990999998	-6.517876761512085	-1.374639937988133
ITK	protein_coding	33.00869644	IL2 inducible T-cell kinase	6.770610142	0.539284641	0.206199968	0.049302617	0.531177922	0.26222683566666666	3.6549473915	-6.5141729669725725	-3.140345609683976
FCER1A	protein_coding	11.24305809	Fc fragment of IgE receptor Ia	4.954904704	3.186647353	0.0	0.0	0.073287916	0.02442930533333333	4.0707760285	-6.5103395272264315	-1.4434218970889088
