gene	target_id	approved_name	wave55_score	closed_axis	n_diseases_genetic_ge_0_25	diseases_genetic_ge_0_25	n_diseases_genetic_ge_0_5	diseases_genetic_ge_0_5	n_diseases_overall_ge_0_3	ms_genetic_association	ms_overall_score	max_overall_score	max_clinical_score	max_literature_score	local_positive_disease_count	local_negative_disease_count	local_positive_diseases	ms_wm_delta_log2	ms_wm_p	ms_wm_fdr	strict_residual_disease_count	in_lipid_lysosomal_myeloid_neighborhood	best_direct_selectivity_score	best_direct_target_suppression	direct_evidence_calls	foundation_recommendation
ADGRL2	ENSG00000117114	adhesion G protein-coupled receptor L2	16.0	False	9	AITD;AS;Celiac;Crohn;Psoriasis;RA;SLE;T1D;UC	2	AS;RA	3	0.0	0.0	0.3418015161159635	0.0	0.3174749720860688	0	0		-0.9310424023684528	0.3626107499842872	0.9141270983319502	0	False				
ADO	ENSG00000181915	2-aminoethanethiol dioxygenase	16.0	False	5	AS;Crohn;Psoriasis;SLE;UC	3	Crohn;Psoriasis;UC	3	0.0	0.0	0.39924869900515286	0.0	0.048381159309924836	0	0		0.1351210784177468	0.4927837278135565	0.9271619615463814	0	False				
AFF3	ENSG00000144218	ALF transcription elongation factor 3	16.0	False	4	Celiac;RA;SLE;T1D	4	Celiac;RA;SLE;T1D	4	0.0	0.0	0.5122414548071849	0.0	0.38507045329368345	0	0		-0.298027453007645	0.8121387731755373	0.9761732664217524	0	False				
CSMD1	ENSG00000183117	CUB and Sushi multiple domains 1	16.0	False	6	AS;RA;SLE;Sjogren;T1D;UC	2	RA;UC	2	0.0	0.0	0.34186254014210443	0.0	0.06079307976116211	0	1		0.5810173880998433	0.5942346667470605	0.9466965949245808	0	False				
FAS	ENSG00000026103	Fas cell surface death receptor	16.0	False	5	AS;Crohn;Psoriasis;RA;UC	2	RA;UC	4	0.0	0.0	0.39206532999700133	0.0	0.6018745252049219	2	1	Crohn disease;ulcerative colitis	0.0276833812788535	0.9108039966237144	0.9869419643747628	0	False				
MAF	ENSG00000178573	MAF bZIP transcription factor	16.0	False	5	AITD;MS;RA;SLE;T1D	2	AITD;MS	3	0.6421331592244435	0.39287237206338044	0.39287237206338044	0.0	0.2325247438857955	0	2		-0.1853968291999237	0.2802397575923724	0.9053196554077442	0	False				
MAP3K8	ENSG00000107968	mitogen-activated protein kinase kinase kinase 8	16.0	False	5	AS;Crohn;Psoriasis;RA;UC	2	Crohn;UC	2	0.0	0.0	0.43890763541308714	0.12158615952232422	0.2721823355777515	2	0	Crohn disease;ulcerative colitis	-0.3154157705852274	0.353912834221494	0.9141270983319502	0	False				
MUC19	ENSG00000205592	mucin 19, oligomeric (gene/pseudogene)	16.0	False	8	AITD;AS;Celiac;Crohn;Psoriasis;SLE;T1D;UC	2	Crohn;Psoriasis	2	0.0	0.0	0.4468357735419996	0.0	0.15790082328288943	0	1		0.0	1.0	1.0	0	False				
MYC	ENSG00000136997	MYC proto-oncogene, bHLH transcription factor	16.0	False	4	AITD;MS;RA;SLE	2	MS;RA	2	0.5656569040590824	0.3464538632416834	0.3512350957076851	0.0	0.3998884762146096	2	2	Crohn disease;type 1 diabetes mellitus	0.1796494504019694	0.5466328849061214	0.9390010612097776	0	False	0.0528308602834423	0.0734323538208265	null_or_wrong_direction	
NKD1	ENSG00000140807	NKD inhibitor of Wnt signaling pathway 1	16.0	False	8	AITD;AS;Celiac;Crohn;Psoriasis;SLE;T1D;UC	1	Crohn	1	0.0	0.0	0.36449897297689177	0.0	0.0	2	0	Sjogren syndrome;type 1 diabetes mellitus	-0.1688407958774949	0.8167305448554346	0.9761732664217524	0	False				
RBM17	ENSG00000134453	RNA binding motif protein 17	16.0	False	4	AITD;Crohn;MS;T1D	2	AITD;MS	2	0.5551013179269065	0.33746318696256633	0.33746318696256633	0.0	0.03343619386863916	2	0	Crohn disease;psoriasis	-0.2093395955573118	0.0855461740295809	0.8989378106274888	0	False				
RNASET2	ENSG00000026297	ribonuclease T2	16.0	False	4	AITD;Crohn;Psoriasis;RA	4	AITD;Crohn;Psoriasis;RA	4	0.0	0.0	0.4673002493253712	0.0	0.439765214726035	0	0		0.0	1.0	1.0	0	False				
SLC39A11	ENSG00000133195	solute carrier family 39 member 11	16.0	False	6	AS;Crohn;Psoriasis;RA;SLE;UC	1	UC	1	0.0	0.0	0.3667895451260898	0.0	0.015198269940290528	2	0	Crohn disease;Sjogren syndrome	0.2709961081017749	0.7607484708678619	0.9717767030102692	0	False				
SOX4	ENSG00000124766	SRY-box transcription factor 4	16.0	False	7	AITD;AS;Crohn;Psoriasis;RA;T1D;UC	2	Crohn;Psoriasis	2	0.0	0.0	0.3200495355801266	0.0	0.5327406310857624	0	0		0.5311751608170248	0.2211898641027095	0.8993702893651148	0	False	-0.0731591007575336	0.0	null_or_wrong_direction	
TIMMDC1	ENSG00000113845	translocase of inner mitochondrial membrane domain containing 1	16.0	False	4	AITD;MS;PBC;SLE	2	MS;PBC	2	0.5557308596507488	0.33784590476487153	0.4337436568920466	0.0	0.057753425773104	2	0	psoriasis;ulcerative colitis	-0.0586969543615243	0.7391838005033734	0.9693303715651268	0	False				
ADCY3	ENSG00000138031	adenylate cyclase 3	15.0	False	5	AS;Crohn;Psoriasis;RA;UC	2	Crohn;Psoriasis	2	0.0	0.0	0.41592501554007394	0.0	0.14906969766434958	0	1		0.94176061116719	0.005839364997926	0.8344760564031432	0	False				
BLK	ENSG00000136573	BLK proto-oncogene, Src family tyrosine kinase	15.0	False	4	AITD;RA;SLE;Sjogren	3	RA;SLE;Sjogren	3	0.0	0.0	0.6823286615589605	0.0	0.7908183346646018	1	1	Sjogren syndrome	0.0	1.0	1.0	0	False				
CCL2	ENSG00000108691	C-C motif chemokine ligand 2	15.0	False	5	AS;Crohn;Psoriasis;RA;UC	2	Crohn;UC	4	0.0	0.0	0.4462572950580141	0.0	0.9535768217143753	1	2	type 1 diabetes mellitus	0.0490525604706171	0.90646856397048	0.9859682246933096	0	False				
CXCR2	ENSG00000180871	C-X-C motif chemokine receptor 2	15.0	False	5	AS;Crohn;Psoriasis;RA;UC	1	UC	2	0.0	0.0	0.41815085286119347	0.4852976461600768	0.506317995365157	3	0	Crohn disease;psoriasis;ulcerative colitis	0.8298247585525846	0.3775250672864965	0.9141270983319502	0	False				
IGF2BP2	ENSG00000073792	insulin like growth factor 2 mRNA binding protein 2	15.0	False	3	AITD;Psoriasis;T1D	3	AITD;Psoriasis;T1D	3	0.0	0.0	0.40870081843516404	0.0	0.591067848803625	3	1	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	-0.1545887373846635	0.8806686470227125	0.9831877037160792	0	False				
IL21R	ENSG00000103522	interleukin 21 receptor	15.0	False	4	AITD;Crohn;PBC;RA	3	AITD;PBC;RA	4	0.0	0.0	0.4643554813231147	0.0	0.7701806378826805	1	0	Crohn disease	-2.154554307793238	0.1409791522949798	0.8989378106274888	0	False				
LACC1	ENSG00000179630	laccase domain containing 1	15.0	False	5	AS;Crohn;Psoriasis;RA;UC	2	Crohn;Psoriasis	2	0.0	0.0	0.5430405281584292	0.0	0.16870079633722487	1	2	type 1 diabetes mellitus	0.2502140527788903	0.4026374698736788	0.9157809859344704	0	False				
MMEL1	ENSG00000142606	membrane metalloendopeptidase like 1	15.0	False	4	AITD;Celiac;MS;RA	2	MS;RA	2	0.639398357329936	0.3938712386948909	0.4178645198363179	0.0	0.1697984491662458	1	2	type 1 diabetes mellitus	0.0	1.0	1.0	0	False				
NCF2	ENSG00000116701	neutrophil cytosolic factor 2	15.0	False	3	Celiac;RA;SLE	3	Celiac;RA;SLE	3	0.0	0.0	0.5466059173948217	0.0	0.4609910997613485	2	1	Crohn disease;ulcerative colitis	0.5993704440951095	0.0194216439823732	0.8372898579012464	0	False				
PDGFB	ENSG00000100311	platelet derived growth factor subunit B	15.0	False	5	AS;Crohn;Psoriasis;RA;UC	2	Crohn;UC	3	0.0	0.0	0.44317391123050726	0.0	0.6324185878787493	1	1	psoriasis	0.0219019557017166	0.9387864248395232	0.9932772939641616	0	False				
RGS14	ENSG00000169220	regulator of G protein signaling 14	15.0	False	4	Crohn;MS;Psoriasis;UC	2	MS;Psoriasis	2	0.6128154878511243	0.37254940831808864	0.40815150259501154	0.0	0.1611016613670796	1	0	Crohn disease	-0.5035394425450566	0.0463387063426136	0.8744776374054363	0	False				
CSF2RB	ENSG00000100368	colony stimulating factor 2 receptor subunit beta	14.5	False	3	Crohn;Psoriasis;RA	3	Crohn;Psoriasis;RA	3	0.0	0.0	0.502557582716025	0.596923941707925	0.11166506664463456	2	0	Crohn disease;ulcerative colitis	-0.117392067497148	0.4764393670096378	0.9258703847750552	0	False				
ITGA4	ENSG00000115232	integrin subunit alpha 4	14.5	False	4	AITD;Celiac;Crohn;RA	2	Celiac;Crohn	4	0.0	0.5995488334203369	0.7134551179424343	0.9825612933965735	0.26364863815788975	2	1	Sjogren syndrome;psoriasis	0.0037716265182998	0.9953916035396312	0.9995105453656782	0	False				
ANKS1A	ENSG00000064999	ankyrin repeat and sterile alpha motif domain containing 1A	14.0	False	4	AITD;Celiac;RA;T1D	3	Celiac;RA;T1D	3	0.0	0.0	0.37544305188853067	0.0	0.030396539880581056	0	0		-0.3405400500479008	0.1303724441089457	0.8989378106274888	0	False				
APOBR	ENSG00000184730	apolipoprotein B receptor	14.0	False	4	AITD;Crohn;Psoriasis;T1D	3	AITD;Crohn;T1D	3	0.0	0.0	0.5078035602997327	0.0	0.03647584785669726	0	0		0.013093476668148	0.9594143857855674	0.995447887770418	0	False				
BCL2L11	ENSG00000153094	BCL2 like 11	14.0	False	4	Crohn;RA;SLE;UC	3	Crohn;RA;SLE	3	0.0	0.0	0.4838390787037745	0.0	0.6993441855947324	0	0		0.0372506658231923	0.8915427026153456	0.9842134382901514	0	False				
C7orf33	ENSG00000170279	chromosome 7 open reading frame 33	14.0	False	5	AS;Crohn;Psoriasis;RA;UC	2	Crohn;UC	2	0.0	0.0	0.34716050016202443	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
CD28	ENSG00000178562	CD28 molecule	14.0	False	4	Celiac;Crohn;PBC;Psoriasis	3	Celiac;Crohn;Psoriasis	3	0.0	0.0	0.3653589548829636	0.17309140765330877	0.8306427879133227	0	0		-0.0123942760820208	0.9916146027560944	0.9992380443970746	0	False				
DNASE1L3	ENSG00000163687	deoxyribonuclease 1L3	14.0	False	3	AITD;RA;SLE	3	AITD;RA;SLE	3	0.0	0.0	0.7549455927712724	0.0	0.8491373289259145	2	2	psoriasis;ulcerative colitis	0.0	1.0	1.0	0	False				
DNMT3A	ENSG00000119772	DNA methyltransferase 3 alpha	14.0	False	4	Crohn;PBC;SLE;UC	3	Crohn;PBC;SLE	3	0.0	0.0	0.3470867876531252	0.0	0.4585948789678959	0	0		-0.2636796521173643	0.2549702541259633	0.9020292624920372	0	False				
FUT2	ENSG00000176920	fucosyltransferase 2 (H blood group)	14.0	False	7	AITD;AS;Crohn;Psoriasis;SLE;T1D;UC	0		1	0.0	0.0	0.30908151227425285	0.0	0.73185985595695	2	0	psoriasis;type 1 diabetes mellitus	0.1409120181722947	0.8796651389642105	0.9829226075383348	0	False				
IL2	ENSG00000109471	interleukin 2	14.0	False	7	AS;Celiac;Crohn;Psoriasis;RA;T1D;UC	1	Crohn	3	0.0	0.0	0.3235622080555406	0.0	0.9684515527236593	0	0		0.0	1.0	1.0	0	False				
KIF21B	ENSG00000116852	kinesin family member 21B	14.0	False	3	AS;RA;UC	3	AS;RA;UC	3	0.0	0.0	0.3490406408797097	0.0	0.1309237043143813	2	0	Crohn disease;type 1 diabetes mellitus	0.0177606664403153	0.9523047819606568	0.995164089398724	0	False				
LBH	ENSG00000213626	LBH regulator of Wnt signaling pathway	14.0	False	3	MS;RA;SLE	3	MS;RA;SLE	3	0.5366128489536052	0.32622347727300954	0.5341764346000591	0.0	0.2549150343679721	0	1		0.0445974240469961	0.9061230577405512	0.9859682246933096	0	False				
MAPK14	ENSG00000112062	mitogen-activated protein kinase 14	14.0	False	5	AS;Celiac;RA;T1D;UC	1	RA	1	0.0	0.0	0.3437241561280053	0.19504126834907762	0.5543383480581624	2	0	psoriasis;ulcerative colitis	0.024228322440198	0.831669682060653	0.9761732664217524	0	False	-0.0355935028077412	0.0	null_or_wrong_direction	
MYL2	ENSG00000111245	myosin light chain 2	14.0	False	4	AITD;Crohn;RA;T1D	3	AITD;Crohn;T1D	3	0.0	0.0	0.4066308564821534	0.0	0.0	0	0		0.0	1.0	1.0	0	False				
NRSN1	ENSG00000152954	neurensin 1	14.0	False	4	AS;Celiac;Psoriasis;RA	3	AS;Celiac;RA	3	0.0	0.0	0.33245808787629666	0.0	0.06079307976116211	0	0		0.0	1.0	1.0	0	False				
OLIG3	ENSG00000177468	oligodendrocyte transcription factor 3	14.0	False	6	Celiac;Crohn;PBC;Psoriasis;RA;UC	1	RA	1	0.0	0.0	0.38115578123815663	0.0	0.23922976566924942	0	1		0.0	1.0	1.0	0	False				
SCUBE3	ENSG00000146197	signal peptide, CUB domain and EGF like domain containing 3	14.0	False	5	AS;Celiac;RA;SLE;T1D	2	SLE;T1D	2	0.0	0.0	0.3959891805528175	0.0	0.627181939535989	0	0		-2.020482374915332	0.0535756210710609	0.8904676266102052	0	False				
TCP11	ENSG00000124678	t-complex 11	14.0	False	4	AS;RA;T1D;UC	3	AS;RA;UC	3	0.0	0.0	0.3921517617131407	0.0	0.01823792392834863	0	0		0.0	1.0	1.0	0	False				
TRIB1	ENSG00000173334	tribbles pseudokinase 1	14.0	False	4	AS;Crohn;Psoriasis;UC	2	Crohn;Psoriasis	2	0.0	0.0	0.39343437744582277	0.0	0.03343619386863916	2	0	Crohn disease;type 1 diabetes mellitus	-0.0130665815905484	0.9627814247798958	0.9958845628553412	0	False				
WDFY4	ENSG00000128815	WDFY family member 4	14.0	False	4	AITD;PBC;RA;SLE	3	PBC;RA;SLE	3	0.0	0.0	0.5160929214552433	0.0	0.4669211457160141	0	1		-0.2509389299808138	0.4086940128842746	0.9176134990426956	0	False				
ARID5B	ENSG00000150347	AT-rich interaction domain 5B	13.0	False	3	AITD;RA;SLE	3	AITD;RA;SLE	3	0.0	0.0	0.5027069919896892	0.0	0.17301362421735586	1	0	psoriasis	0.6326873195137814	0.075697519230288	0.8989378106274888	0	False	-0.0035534934622838	0.0	null_or_wrong_direction	
CCDC88B	ENSG00000168071	coiled-coil and HOOK domain protein 88B	13.0	False	4	Crohn;PBC;Psoriasis;RA	1	Psoriasis	2	0.0	0.0	0.3845131539807259	0.0	0.07117856422036063	3	0	Crohn disease;psoriasis;ulcerative colitis	-0.4485293766780085	0.0137066414280347	0.8372898579012464	0	False				
CEP43	ENSG00000213066	centrosomal protein 43	13.0	False	4	AITD;Crohn;RA;UC	2	AITD;Crohn	2	0.0	0.0	0.4281763510448624	0.0	0.1094275435700918	1	0	type 1 diabetes mellitus	0.0	1.0	1.0	0	False				
CPEB4	ENSG00000113742	cytoplasmic polyadenylation element binding protein 4	13.0	False	5	AS;Crohn;Psoriasis;RA;UC	1	Crohn	1	0.0	0.0	0.39579585990353144	0.0	0.1641413153551377	1	1	Crohn disease	-0.1035704561747703	0.5887308289901367	0.9465324616796216	0	False				
ERAP2	ENSG00000164308	endoplasmic reticulum aminopeptidase 2	13.0	False	3	Crohn;Psoriasis;RA	3	Crohn;Psoriasis;RA	3	0.0	0.0	0.35758764634158297	0.0	0.8140011093693559	1	0	type 1 diabetes mellitus	-0.1581608256365552	0.6267094537854744	0.9496514626470688	0	False				
GNA12	ENSG00000146535	G protein subunit alpha 12	13.0	False	5	AS;Crohn;Psoriasis;RA;UC	1	UC	1	0.0	0.0	0.39786745557506986	0.0	0.06765425429087325	1	0	psoriasis	0.4786672750303289	0.1480708871574145	0.8989378106274888	0	False				
IL18RAP	ENSG00000115607	interleukin 18 receptor accessory protein	13.0	False	3	Celiac;Crohn;UC	3	Celiac;Crohn;UC	3	0.0	0.0	0.4415248583993047	0.0	0.6223269366383962	1	0	Crohn disease	-1.3753267190830725	0.2327262079737087	0.9004758652001262	0	False				
NFIA	ENSG00000162599	nuclear factor I A	13.0	False	4	AITD;AS;Celiac;UC	1	AITD	1	0.0	0.0	0.470530401766149	0.0	0.037995674850726316	3	3	Crohn disease;psoriasis;ulcerative colitis	0.0364112884747438	0.8646555945325676	0.9801638168834976	0	False				
PFKFB3	ENSG00000170525	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	13.0	False	3	Celiac;RA;T1D	2	RA;T1D	2	0.0	0.0	0.34286966431816973	0.0	0.37811753450830043	3	0	Crohn disease;type 1 diabetes mellitus;ulcerative colitis	-0.4547133895238886	0.1560767838593739	0.8989378106274888	0	False				
PLCL2	ENSG00000154822	phospholipase C like 2	13.0	False	3	PBC;Psoriasis;RA	3	PBC;Psoriasis;RA	3	0.0	0.0	0.5165522036775179	0.0	0.04863446380892969	1	0	psoriasis	0.0286866643351864	0.8941766170443786	0.9842134382901514	0	False				
PPP5C	ENSG00000011485	protein phosphatase 5 catalytic subunit	13.0	False	5	AS;Crohn;Psoriasis;RA;UC	1	Crohn	1	0.0	0.0	0.41188433283608517	0.0	0.28572747487746186	1	1	psoriasis	-0.3998174198125985	0.29239710153469	0.9055783835864206	0	False				
PTPRC	ENSG00000081237	protein tyrosine phosphatase receptor type C	13.0	False	3	Crohn;RA;SLE	2	Crohn;SLE	3	0.0	0.0	0.42205575144474766	0.0	0.7355462060546292	3	0	Crohn disease;Sjogren syndrome;ulcerative colitis	-0.113124324622241	0.4867941866985115	0.926038761164836	0	False				
SUOX	ENSG00000139531	sulfite oxidase	13.0	False	4	AITD;Psoriasis;RA;T1D	2	RA;T1D	2	0.0	0.0	0.5263829391320443	0.0	0.11323437445087055	1	0	type 1 diabetes mellitus	0.1522567476950778	0.7476118672389179	0.9703288564909704	0	False				
ZMIZ1	ENSG00000108175	zinc finger MIZ-type containing 1	13.0	False	5	AS;Celiac;Crohn;Psoriasis;UC	1	Crohn	1	0.0	0.0	0.32848091134654833	0.0	0.10621901991603046	1	0	Crohn disease	0.2541818406787186	0.2533615568291251	0.9005265226936453	0	False				
PPARD	ENSG00000112033	peroxisome proliferator activated receptor delta	12.5	False	3	AS;Celiac;RA	3	AS;Celiac;RA	4	0.0	0.0	0.4102646677156231	0.6687313480130698	0.13482216394365723	0	1		-0.3397741564339185	0.4029211146308484	0.9158055009092696	0	False				
TRAF3IP2	ENSG00000056972	TRAF3 interacting protein 2	12.5	False	3	Psoriasis;RA;UC	3	Psoriasis;RA;UC	3	0.0	0.0	0.7138603345449056	0.9501979626577228	0.6013951196228094	0	0		0.2239679848497999	0.717832801409376	0.9677414401546712	0	False				
ACAP1	ENSG00000072818	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	12.0	False	3	AITD;SLE;T1D	2	AITD;T1D	2	0.0	0.0	0.4347353423236317	0.0	0.08511031166562696	2	1	type 1 diabetes mellitus;ulcerative colitis	0.1055558045541529	0.890098550098186	0.9842134382901514	0	False				
ACOXL	ENSG00000153093	acyl-CoA oxidase like	12.0	False	4	Crohn;Psoriasis;RA;UC	2	Crohn;RA	2	0.0	0.0	0.3933082159433949	0.0	0.13678442946261474	0	0		0.0	1.0	1.0	0	False				
ADCY7	ENSG00000121281	adenylate cyclase 7	12.0	False	3	AITD;Crohn;UC	3	AITD;Crohn;UC	3	0.0	0.0	0.4990459533590354	0.0	0.0739024319329927	0	1		-0.0198789668670347	0.8682160483515263	0.9803928992331024	0	False				
ANKRD30A	ENSG00000148513	ankyrin repeat domain 30A	12.0	False	8	AITD;AS;Celiac;Crohn;Psoriasis;SLE;T1D;UC	0		0	0.0	0.0	0.2028775409966354	0.0	0.0	0	1		0.0	1.0	1.0	0	False				
C1orf141	ENSG00000203963	chromosome 1 open reading frame 141	12.0	False	3	Crohn;Psoriasis;RA	3	Crohn;Psoriasis;RA	3	0.0	0.0	0.47914966857105906	0.0	0.07734230702947845	0	0		0.0	1.0	1.0	0	False				
CDKN2B	ENSG00000147883	cyclin dependent kinase inhibitor 2B	12.0	False	4	Crohn;Psoriasis;RA;T1D	2	Crohn;RA	3	0.0	0.49502832440511707	0.49502832440511707	0.0	0.11810406700933765	0	0		0.7055602825711826	0.0625380816683235	0.8989378106274888	0	False				
CLNK	ENSG00000109684	cytokine dependent hematopoietic cell linker	12.0	False	3	AITD;RA;SLE	3	AITD;RA;SLE	3	0.0	0.0	0.4686628824192124	0.0	0.037995674850726316	0	0		0.0	1.0	1.0	0	False				
COG6	ENSG00000133103	component of oligomeric golgi complex 6	12.0	False	3	Crohn;RA;SLE	2	Crohn;RA	2	0.0	0.0	0.43419074777934036	0.0	0.11204502339314183	2	0	Crohn disease;type 1 diabetes mellitus	0.1548633904039249	0.5706498550414025	0.9431647247323408	0	False				
DLD	ENSG00000091140	dihydrolipoamide dehydrogenase	12.0	False	4	AS;Crohn;Psoriasis;UC	1	UC	2	0.0	0.38816146970942955	0.4810603575052318	0.0	0.26458942983049	2	0	Crohn disease;type 1 diabetes mellitus	-0.2821114652681462	0.13357150371378	0.8989378106274888	0	False				
DNMT3B	ENSG00000088305	DNA methyltransferase 3 beta	12.0	False	5	AS;Crohn;Psoriasis;RA;UC	1	Psoriasis	2	0.0	0.0	0.3740232055972175	0.0	0.2768428990316827	0	0		0.3710472562738998	0.5676516899768768	0.9431647247323408	0	False				
FADS2	ENSG00000134824	fatty acid desaturase 2	12.0	False	3	Crohn;T1D;UC	2	T1D;UC	3	0.0	0.46776746927270624	0.46776746927270624	0.0	0.21856925129769733	2	0	Crohn disease;ulcerative colitis	-1.511731792716413	0.1303764679615833	0.8989378106274888	0	False				
FLT3	ENSG00000122025	fms related receptor tyrosine kinase 3	12.0	False	4	AITD;Celiac;RA;SLE	2	AITD;RA	2	0.0	0.0	0.45226827669760855	0.33436193868639164	0.7886793483369935	0	0		-0.6902849264744133	0.4934309667954975	0.9271619615463814	0	False				
GCKR	ENSG00000084734	glucokinase regulator	12.0	False	5	AS;Crohn;Psoriasis;RA;UC	1	Crohn	1	0.0	0.0	0.35419778786864065	0.0	0.21613955952126027	0	0		0.0	1.0	1.0	0	False				
GLIS3	ENSG00000107249	GLIS family zinc finger 3	12.0	False	3	AITD;RA;T1D	3	AITD;RA;T1D	3	0.0	0.0	0.4737324275484694	0.0	0.21719243443638098	0	0		-0.6213696794406465	0.3530464176616367	0.9141270983319502	0	False				
GPR12	ENSG00000132975	G protein-coupled receptor 12	12.0	False	5	AS;Crohn;Psoriasis;RA;UC	1	UC	1	0.0	0.0	0.4316722508492938	0.0	0.01823792392834863	0	1		-0.4756805790714632	0.6424059772733001	0.9528366710037262	0	False				
IL27	ENSG00000197272	interleukin 27	12.0	False	4	AS;Crohn;Psoriasis;UC	1	Crohn	1	0.0	0.0	0.40963715551754365	0.0	0.8509684627904305	2	0	Crohn disease;ulcerative colitis	-0.9266681839256784	0.4096717150350237	0.9179252411526632	0	False				
KSR1	ENSG00000141068	kinase suppressor of ras 1	12.0	False	4	AS;Crohn;Psoriasis;UC	1	Crohn	1	0.0	0.0	0.3730462958158909	0.0	0.030396539880581056	2	0	Crohn disease;ulcerative colitis	-0.1194827224331955	0.5990401833437612	0.9466965949245808	0	False				
NFKBIA	ENSG00000100906	NFKB inhibitor alpha	12.0	False	3	Crohn;Psoriasis;RA	3	Crohn;Psoriasis;RA	3	0.0	0.0	0.5440722369616445	0.0	0.35069703622988097	0	1		0.2903271300158536	0.3094393661733699	0.9088031205133466	0	False	-0.000407829735903	0.0	null_or_wrong_direction	
NOS2	ENSG00000007171	nitric oxide synthase 2	12.0	False	3	AS;Psoriasis;RA	2	Psoriasis;RA	2	0.0	0.0	0.5229717017041634	0.15198269940290526	0.6222557851889718	2	0	Crohn disease;ulcerative colitis	0.0	1.0	1.0	0	False				
PHTF1	ENSG00000116793	putative homeodomain transcription factor 1	12.0	False	3	Crohn;RA;T1D	2	RA;T1D	2	0.0	0.0	0.47942145844420475	0.0	0.09729088067443979	2	0	Crohn disease;psoriasis	-0.1212720079658193	0.6676632545363278	0.9574348457395032	0	False				
PLCL1	ENSG00000115896	phospholipase C like 1 (inactive)	12.0	False	3	Crohn;RA;SLE	3	Crohn;RA;SLE	3	0.0	0.0	0.37402012786198036	0.0	0.19175150574666544	0	1		-0.8706706089944465	0.2953342434301045	0.9075477698307116	0	False				
RBFOX1	ENSG00000078328	RNA binding fox-1 homolog 1	12.0	False	3	AITD;SLE;Sjogren	2	SLE;Sjogren	2	0.0	0.0	0.3749636447307815	0.0	0.03647584785669726	2	3	Crohn disease;type 1 diabetes mellitus	0.0	1.0	1.0	0	False				
REL	ENSG00000162924	REL proto-oncogene, NF-kB subunit	12.0	False	4	Psoriasis;RA;SLE;UC	2	Psoriasis;RA	2	0.0	0.0	0.5154955699187179	0.0	0.6547714670637744	0	1		-0.1509134137793619	0.6665483510843021	0.9569967950692868	0	False				
RMI2	ENSG00000175643	RecQ mediated genome instability 2	12.0	False	3	MS;SLE;T1D	2	MS;SLE	2	0.5904521631848592	0.35932363437116316	0.35932363437116316	0.0	0.08190178801156561	0	0		-0.1232224541024011	0.9211488002094363	0.9894567607347324	0	False				
RORC	ENSG00000143365	RAR related orphan receptor C	12.0	False	5	AS;Crohn;Psoriasis;RA;UC	1	UC	1	0.0	0.0	0.40486373094513783	0.0	0.7329053863763065	0	0		-1.5914755243808396	0.1986659018065236	0.8993702893651148	0	False				
SMURF1	ENSG00000198742	SMAD specific E3 ubiquitin protein ligase 1	12.0	False	5	AS;Crohn;Psoriasis;RA;UC	1	UC	1	0.0	0.0	0.3380407058136929	0.0	0.12766546749844043	0	1		-0.1480758119077609	0.4489315453486834	0.922292874521751	0	False				
SULT1A1	ENSG00000196502	sulfotransferase family 1A member 1	12.0	False	7	AITD;AS;Celiac;Crohn;Psoriasis;SLE;T1D	0		0	0.0	0.0	0.27877346670987396	0.0	0.07599134970145263	0	1		-1.815180691660523	0.0866941124565578	0.8989378106274888	0	False				
TNFSF18	ENSG00000120337	TNF superfamily member 18	12.0	False	5	AS;Crohn;Psoriasis;RA;UC	1	RA	1	0.0	0.0	0.3892656324393368	0.0	0.29011005907158666	0	0		0.2703941763073965	0.8039320656995899	0.9754873976997136	0	False				
TNFSF4	ENSG00000117586	TNF superfamily member 4	12.0	False	3	Crohn;RA;SLE	3	Crohn;RA;SLE	3	0.0	0.0	0.5973731854795681	0.0	0.8466175225140111	0	1		0.6270848102626294	0.17928608394651	0.8993702893651148	0	False				
TSPAN14	ENSG00000108219	tetraspanin 14	12.0	False	5	AS;Crohn;Psoriasis;RA;UC	1	Crohn	1	0.0	0.0	0.4467584688305008	0.0	0.0	0	0		-0.3158425003114775	0.1073531101364719	0.8989378106274888	0	False				
ZNF385D	ENSG00000151789	zinc finger protein 385D	12.0	False	3	AS;RA;T1D	2	AS;RA	2	0.0	0.0	0.32422433087277563	0.0	0.030396539880581056	2	0	type 1 diabetes mellitus;ulcerative colitis	-1.280729336669557	0.1806592567966481	0.8993702893651148	0	False				
