analysis	disease_name	compartment	role	gene
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IL23A
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IL33
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IL34
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IL6
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IL6ST
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IRF1
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	IRF5
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	ITGAM
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	ITGAV
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	ITGB1
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	ITGB2
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	ITGB3
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	JAK1
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	JAK2
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	LGALS1
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	LGALS3
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	LIF
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	LILRB1
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	LILRB2
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	LILRB3
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	LILRB4
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	LIPA
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	LRP1
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	MARCO
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	MERTK
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	MIF
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	MMP12
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	MMP14
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	MMP3
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	MMP9
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	MSR1
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	MYD88
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	NAMPT
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	NFKB1
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	NFKBIA
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	NPC1
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	NPC2
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	OSM
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	OSMR
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	P2RX7
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	PDCD1
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	PDCD1LG2
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	PLA2G7
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	PROS1
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	PTGER4
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	PTGS2
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	PTPN2
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	RELA
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	S100A12
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	S100A8
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	S100A9
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SCARB1
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SCARB2
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SEMA4D
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SEMA7A
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SERPINE1
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SIGLEC10
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SLC15A4
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SOCS3
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SPP1
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	STAT1
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	STAT3
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SYK
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	TBXAS1
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	TGFB1
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	TGFB2
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	TGFB3
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	TIMP1
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	TLR7
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	TLR9
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	TNF
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	TNFRSF1A
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	TNFRSF1B
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	TNFSF10
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	TNFSF13B
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	TNFSF14
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	TRAF2
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	TRAF3
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	TRAF6
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	TREM1
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	TREM2
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	TYRO3
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	TYROBP
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	UNC93B1
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	VCAM1
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	VEGFA
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	VEGFB
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	ADORA2A
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	ADORA2B
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	ALOX5
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	ANGPT1
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	ANGPT2
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	ANXA1
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	AREG
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	AXL
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	C1QA
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	C1QB
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	C1QC
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	C1R
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	C1S
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	C2
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	C3
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	C3AR1
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	C5AR1
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CALR
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CCL13
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CCL2
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CCL20
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CCL3
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CCL4
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CCL5
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CCL7
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CCL8
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CCR2
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CCR5
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CCR6
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CD200
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CD200R1
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CD24
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CD27
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CD274
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CD36
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CD40
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CD40LG
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CD44
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CD70
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CD74
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CFB
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CFD
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CHUK
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CIITA
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CSF1
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CSF2
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CSF3
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CXCL1
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CXCL10
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CXCL11
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CXCL12
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CXCL13
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CXCL2
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CXCL3
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CXCL8
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CXCL9
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CXCR3
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CXCR4
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	DDT
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	EGF
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	EREG
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	FCER1G
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	FPR2
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	GAS6
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	GPR65
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	HBEGF
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	HIF1A
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	HLA-DRA
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	HLA-DRB1
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	HMGB1
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	ICAM1
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	IFI30
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	IFNG
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	IFNGR1
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	IFNGR2
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	IL10
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	IL12A
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	IL12B
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	IL18
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	IL1A
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	IL1B
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	IL23A
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	IL33
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	IL34
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	IL6
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	IL6ST
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	IRF1
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	IRF5
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	ITGAM
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	ITGAV
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	ITGB1
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	ITGB2
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	ITGB3
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	JAK1
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	JAK2
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	LGALS1
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	LGALS3
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	LIF
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	LILRB1
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	LILRB2
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	LILRB3
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	LILRB4
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	LIPA
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	LRP1
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	MARCO
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	MERTK
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	MIF
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	MMP12
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	MMP14
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	MMP3
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	MMP9
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	MSR1
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	MYD88
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	NAMPT
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	NFKB1
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	NFKBIA
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	NPC1
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	NPC2
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	OSM
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	OSMR
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	P2RX7
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	PDCD1
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	PDCD1LG2
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	PLA2G7
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	PROS1
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	PTGER4
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	PTGS2
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	PTPN2
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	RELA
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	S100A12
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	S100A8
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	S100A9
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	SCARB1
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	SCARB2
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	SEMA4D
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	SEMA7A
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	SERPINE1
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	SIGLEC10
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	SLC15A4
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	SOCS3
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	SPP1
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	STAT1
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	STAT3
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	SYK
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	TBXAS1
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	TGFB1
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	TGFB2
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	TGFB3
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	TIMP1
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	TLR7
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	TLR9
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	TNF
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	TNFRSF1A
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	TNFRSF1B
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	TNFSF10
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	TNFSF13B
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	TNFSF14
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	TRAF2
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	TRAF3
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	TRAF6
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	TREM1
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	TREM2
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	TYRO3
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	TYROBP
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	UNC93B1
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	VCAM1
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	VEGFA
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	VEGFB
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	ADORA2A
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	ADORA2B
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	ANGPT1
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	ANGPT2
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	ANXA1
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	AREG
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	AXL
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	C1QA
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	C1QB
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	C1QC
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	C1R
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	C1S
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	C2
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	C3
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	C3AR1
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	C5AR1
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CALR
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CCL13
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CCL2
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CCL20
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CCL7
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CCL8
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CCR2
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CCR5
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CCR6
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CD200
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CD200R1
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CD24
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CD27
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CD274
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CD36
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CD40
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CD40LG
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CD44
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CD70
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CD74
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CFB
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CHUK
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CIITA
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CSF1
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CSF2
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CSF3
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CXCL1
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CXCL10
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CXCL11
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CXCL12
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CXCL13
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CXCL2
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CXCL3
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CXCL8
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CXCL9
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CXCR3
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CXCR4
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	EGF
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	EREG
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	FCER1G
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	FPR2
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	GAS6
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	GPR65
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	HBEGF
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	HIF1A
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	HMGB1
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	ICAM1
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	IFI30
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	IFNG
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	IFNGR1
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	IL10
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	IL12B
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	IL18
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	IL1A
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	IL1B
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	IL23A
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	IL33
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	IL34
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	IL6
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	IL6ST
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	IRF1
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	IRF5
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	ITGAM
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	ITGAV
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	ITGB1
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	ITGB2
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	ITGB3
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	JAK1
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	JAK2
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	LGALS1
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	LGALS3
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	LIF
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	LIPA
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	LRP1
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	MARCO
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	MERTK
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	MMP12
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	MMP14
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	MMP3
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	MMP9
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	MSR1
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	MYD88
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	NAMPT
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	NFKB1
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	NFKBIA
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	NPC1
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	NPC2
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	OSM
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	OSMR
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	P2RX7
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	PDCD1
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	PDCD1LG2
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	PLA2G7
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	PROS1
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	PTGER4
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	PTGS2
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	PTPN2
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	RELA
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	S100A12
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	S100A8
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	S100A9
