analysis	disease_name	compartment	role	gene	n_case_donors	n_control_donors	mean_case	mean_control	delta_case_minus_control	hedges_g	welch_t	p	fdr	tissue_up_trend	tissue_down_trend
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	AREG	3	19	0.17433396932291836	0.15133110465539418	0.023002864667524187	0.06628819244424097	0.14059358273183706	0.8962502821741721	0.9947132165842602	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	AREG	6	6	-0.05072107033331199	-0.03892850842374145	-0.011792561909570537	-0.06203352969337951	-0.11639899396857975	0.9098680257687337	1.0	False	False
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	AREG	9	13	0.025270737878952884	0.027271150868581878	-0.0020004129896289934	-0.007323234013867662	-0.01871448682500957	0.9852545667284314	1.0	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	AXL	6	6	-0.3257478063914218	0.019813924641788053	-0.34556173103320986	-1.4916536198691128	-2.798921511649614	0.028186637886273635	0.36963949511263783	False	True
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	AXL	4	17	0.6207607249723079	0.07105830450918242	0.5497024204631256	1.842559053009566	2.9767132505334453	0.04160882312933641	0.41454716377005535	True	False
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	AXL	5	19	-0.07510850502069907	0.16923030627502123	-0.2443388112957203	-0.4812200335753881	-1.9548123001007007	0.06597443972322649	0.4784763900515372	False	False
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	AXL	6	6	-0.2152657801489759	0.019813924641788053	-0.23507970479076395	-0.8952123368623758	-1.6797660219254416	0.12735507682353628	0.5889272641117274	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	AXL	6	6	-0.02198620630227434	-0.004505612066550813	-0.017480594235723526	-0.9459016915198512	-1.7748789377342022	0.12755302587976927	0.5889272641117274	False	False
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	AXL	10	14	0.006338843032761587	0.08740167079288554	-0.08106282776012395	-0.48551634196322363	-1.2886469568655383	0.210908265977872	0.6541693490865023	False	False
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	AXL	3	3	-0.20734386521197035	0.013999372857780324	-0.22134323806975068	-0.9552099488371726	-1.4623606074256867	0.2275129839647089	0.6610363795475814	False	False
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	AXL	3	3	-0.09441774864121528	-0.012916954379960571	-0.08150079426125471	-0.7955972364662541	-1.2180045438192075	0.2904713225907555	0.6866822755829596	False	False
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	AXL	5	18	0.015684895844081986	-0.006633646505325341	0.022318542349407326	0.4712263328738091	1.108932435747868	0.29976600161356765	0.6942410477899982	False	False
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	AXL	5	17	0.044791211525268784	0.16427007312780592	-0.11947886160253714	-0.25288393942136717	-0.7687969152816152	0.4532245166691497	0.7397905604673439	False	False
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	AXL	11	14	-0.004016899728036863	-0.0206602757633536	0.016643376035316737	0.30434674203998907	0.7528076970685569	0.4613629979453415	0.7455888098963767	False	False
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	AXL	9	13	0.03844245450295393	0.14157052619623584	-0.1031280716932819	-0.34349644300432075	-0.7355082702326254	0.4775339787650591	0.757920636319572	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	AXL	6	6	0.015653081851966833	-0.004505612066550813	0.020158693918517646	0.3912215598189762	0.7340835868413813	0.4892250631062723	0.7633142026988335	False	False
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	AXL	3	3	-0.1305030048305975	0.039497643128559405	-0.17000064795915693	-0.4379852164070528	-0.6705251844248413	0.5509127575998558	0.7998258103041838	False	False
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	AXL	3	19	0.009454886305412672	-0.027546064561981498	0.03700095086739417	0.5572266180135637	0.6323423654353341	0.5859038053206065	0.8252221651583534	False	False
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	AXL	18	18	0.006477388113801408	0.026695491815300867	-0.020218103701499457	-0.15876839677841745	-0.4871303082974171	0.6294120632242107	0.8526614351159989	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	AXL	6	6	-0.016875447009913763	0.0016710460061463092	-0.01854649301606007	-0.09898564427304135	-0.18573551219258413	0.859646370188057	0.9810089658655393	False	False
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	AXL	6	6	-0.0003412923066687575	0.0016710460061463092	-0.0020123383128150666	-0.0182748994184016	-0.03429080882053937	0.973817595507254	1.0	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	C1QA	6	6	-0.477229877019893	0.027050730247074967	-0.504280607266968	-1.6844854821438648	-3.160748976325775	0.012835309859278264	0.28509420188148177	False	True
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	C1QA	10	14	0.04833224794269131	-0.00941851162921356	0.05775075957190487	0.9196694540308891	2.212923502226313	0.041172130519869836	0.41438208914386004	False	False
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	C1QA	6	6	-0.20189131189356455	0.027050730247074967	-0.2289420421406395	-0.5695483597768244	-1.0686939212093927	0.31121877179797425	0.6971279160335306	False	False
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	C1QA	5	19	0.03520950612023972	0.003449394279661274	0.03176011184057845	0.5288903771459105	1.0666871785212337	0.32636753800605894	0.7000024535402347	False	False
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	C1QA	3	3	0.10790924006156433	-0.00364713038333562	0.11155637044489995	0.6348286444603377	0.9718789081440911	0.43208222268279317	0.7269066176018901	False	False
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	C1QA	3	3	0.08270086880719314	0.002187613827065651	0.08051325498012749	0.6213096041071617	0.951182188970731	0.4337718586091042	0.7279860127905879	False	False
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	C1QA	3	19	0.06262986561310772	-0.06429670690585632	0.12692657251896405	1.3136764798893525	0.9030790649955484	0.4604628242107271	0.7452244657943919	False	False
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	C1QA	5	17	-0.013791267599901725	0.017172851994510543	-0.030964119594412268	-0.20089584757648624	-0.7332340574064106	0.4724399437901606	0.7544251449946493	False	False
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	C1QA	5	18	-0.010209826123721072	-0.0016424928805585134	-0.008567333243162558	-0.1423338229768788	-0.4204900982162382	0.6806089459805258	0.8814759091128617	False	False
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	C1QA	11	14	0.0052503581513155565	0.00017341586838582102	0.005076942282929735	0.12537022008630452	0.3215479566926215	0.7508911652270387	0.9257849654162946	False	False
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	C1QA	9	13	0.15600227635488878	0.12474962216250117	0.03125265419238761	0.11686142630431459	0.2818620157960132	0.7813126699664489	0.9432493637008251	False	False
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	C1QA	4	17	0.02004318873169641	0.03686640598691718	-0.01682321725522077	-0.05640084718344791	-0.2057399265961992	0.839183469313418	0.9741639410350742	False	False
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	C1QA	18	18	-0.014433774939581851	-0.012950309923098306	-0.0014834650164835452	-0.020686263559303236	-0.0634692177387713	0.9498126324942827	1.0	False	False
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	C1QA	3	3	-0.024794688883739296	-0.038615041564846485	0.013820352681107189	0.02181867160790915	0.03340288269045501	0.9761989429006092	1.0	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	C1QA	6	6	0.0	0.0	0.0				1.0	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	C1QA	6	6	0.0	0.0	0.0				1.0	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	C1QA	6	6	0.0	0.0	0.0				1.0	False	False
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	C1QA	6	6	0.0	0.0	0.0				1.0	False	False
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	C1QB	11	14	0.06291359804276343	0.0019305679606822	0.06098303008208123	1.191191928487954	2.765571219150447	0.01733086882254424	0.32252855877929815	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	C1QB	6	6	-0.41775205374997554	0.02756763295602817	-0.4453196867060037	-1.3832237595822208	-2.595464982318914	0.028856614860094405	0.36963949511263783	False	True
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	C1QB	18	18	0.04397645285603044	0.000651320464989369	0.04332513239104107	0.3660640477319591	1.1231510555412383	0.2741723747260613	0.6783244622194109	False	False
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	C1QB	3	3	0.1362456693493834	-0.002728221078321176	0.13897389042770458	0.7355317343937606	1.1260483993056485	0.3691166652412245	0.7002360501784015	False	False
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	C1QB	3	3	0.13453678703445413	0.005173017992895337	0.12936376904155877	0.7409786387462152	1.134387234518935	0.3699262314285414	0.7002360501784015	False	False
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	C1QB	6	6	-0.17375540577161233	0.02756763295602817	-0.2013230387276405	-0.5006849343233203	-0.9394793902349671	0.3701066369875017	0.7002360501784015	False	False
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	C1QB	10	14	-0.020251071069518782	-0.0053080787535490365	-0.014942992315969746	-0.32849163025689104	-0.8425224493403816	0.40895345785020715	0.7156080909395405	False	False
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	C1QB	6	6	-0.03327744818535839	0.011994906305812765	-0.04527235449117115	-0.41602971743799094	-0.780633325399551	0.4532748516820867	0.7397905604673439	False	False
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	C1QB	5	17	0.013150221211263849	-0.011244649631170063	0.024394870842433913	0.34158331032102446	0.7024012568691624	0.5063727282728668	0.7745999828533413	False	False
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	C1QB	3	19	0.017649259629550718	-0.08721282338000452	0.10486208300955524	0.9942505010039026	0.7928244062054836	0.5085315810500096	0.7745999828533413	False	False
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	C1QB	5	19	0.08049176147554568	0.029324747327939906	0.05116701414760577	0.35564464904503734	0.6730188425417584	0.5272600660176813	0.7840012740433764	False	False
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	C1QB	4	17	0.02884095570708127	-0.016810041035396087	0.04565099674247736	0.5138739941123782	0.6305826051508309	0.5686299641761351	0.8136247891669167	False	False
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	C1QB	3	3	0.23902012506947204	-0.05039318063577098	0.28941330570524304	0.4077574402726678	0.6242485421821401	0.5878202321174094	0.8262993191617172	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	C1QB	6	6	-0.027983212172419558	-0.013525290135603295	-0.014457922036816263	-0.26186542005359714	-0.4913612299680459	0.6344153920989712	0.8549500782932492	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	C1QB	6	6	0.0007346568916233193	0.011994906305812765	-0.011260249414189447	-0.09565547581344358	-0.17948682280864853	0.8611531199778727	0.9815669873377227	False	False
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	C1QB	9	13	0.15551930231033465	0.13760244180329465	0.01791686050704	0.0674074708841309	0.16969574159835601	0.8669800563305327	0.982533123968612	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	C1QB	6	6	-0.010286051286094026	-0.013525290135603295	0.0032392388495092687	0.06267765750545565	0.11760762790708747	0.9087531854339463	1.0	False	False
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	C1QB	5	18	-0.0005179727510452828	-0.0010529647587127087	0.0005349920076674259	0.010427832737504078	0.023884849690851993	0.9815598466082901	1.0	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	C1QC	6	6	-0.4304609306156075	0.03236933083264091	-0.4628302614482484	-1.4827156113435254	-2.7821503363577453	0.021591070860354146	0.3407705066216039	False	True
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	C1QC	18	18	0.043803024291186925	-0.0034587060413579134	0.04726173033254484	0.5120290890392508	1.5709983413704287	0.13260237975027098	0.5957827423163059	False	False
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	C1QC	5	17	0.04042671063807325	-0.008366729438311342	0.048793440076384594	0.6784174592094451	1.493331931549859	0.17685591659960972	0.6259768627012502	False	False
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	C1QC	6	6	-0.23314122596207754	0.03236933083264091	-0.26551055679471847	-0.7372638040768134	-1.383393231179426	0.19665574610422765	0.6332766702412878	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	C1QC	6	6	0.03544320723718749	-0.010131043995326194	0.045574251232513685	0.70209111764145	1.3173956112392933	0.22884813976346147	0.6610363795475814	False	False
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	C1QC	11	14	0.020767316759683827	0.0015758541257009314	0.019191462633982897	0.42275857718477255	1.060774238170179	0.3017957796526487	0.6942410477899982	False	False
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	C1QC	3	3	0.11911410207847832	-0.001378426577968667	0.12049252865644698	0.7113163198021901	1.0889762682685897	0.3803871118881532	0.7051197033999544	False	False
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	C1QC	3	3	0.07614446847681831	0.009041939882133442	0.06710252859468488	0.6897573128184158	1.055970914223998	0.38173484406185565	0.7051197033999544	False	False
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	C1QC	10	14	0.011879623805120015	-0.005866423415622851	0.017746047220742866	0.34997747218675446	0.8852330387289492	0.38640416469179434	0.7087469724514041	False	False
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	C1QC	5	19	0.026215144559259034	0.17548711319238378	-0.14927196863312475	-0.2180268477750121	-0.8772646901128246	0.39125513881709323	0.7087469724514041	False	False
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	C1QC	4	17	0.03757273888780659	-0.016270126216194437	0.05384286510400102	0.6895091489841979	0.9499211846084684	0.40220167927389766	0.712643574234409	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	C1QC	6	6	-0.02545618620942656	-0.010131043995326194	-0.015325142214100368	-0.37810667344994764	-0.7094749665208439	0.4943687097428684	0.7674905625021761	False	False
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	C1QC	5	18	-0.02003571009930833	-0.009552962173384593	-0.010482747925923738	-0.2183211777202083	-0.6829257272974361	0.5042680457201465	0.7739880716120162	False	False
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	C1QC	9	13	0.16173333922381905	0.23700502518755318	-0.07527168596373413	-0.21657304634486135	-0.5443607085238097	0.5923163158006152	0.8276252220401666	False	False
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	C1QC	3	19	-0.030339920530862517	-0.07316722405136428	0.042827303520501764	0.5415317360887664	0.5814119212111456	0.6151166453954426	0.8419467219864841	False	False
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	C1QC	6	6	0.050862836499252384	0.008272314487973702	0.04259052201127868	0.261720057057439	0.49108847253191895	0.6373180362418184	0.8549500782932492	False	False
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	C1QC	3	3	-0.04794441418747186	-0.02761549523120993	-0.020328918956261932	-0.033623179298043405	-0.051474770506448136	0.9623877137802428	1.0	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	C1QC	6	6	0.011587061404733012	0.008272314487973702	0.0033147469167593095	0.024694980118030063	0.04633737361102561	0.9640746372954508	1.0	False	False
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	C1R	5	19	0.1572600502039093	-0.09528776812270588	0.25254781832661516	0.9823226461461787	2.6213606001665224	0.025753943255208543	0.35946187779321737	False	False
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	C1R	3	19	0.16382245818034571	0.007781170112266318	0.1560412880680794	1.653786958975429	3.5270733720610776	0.032246543342610075	0.3879638441696216	False	False
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	C1R	3	3	1.6371557261318868	-0.009142506986271623	1.6462982331181584	2.575467640515967	3.942863480196159	0.058364524397867094	0.46761074344514814	True	False
