analysis	disease_name	compartment	role	gene	n_case_donors	n_control_donors	mean_case	mean_control	delta_case_minus_control	hedges_g	welch_t	p	fdr	tissue_up_trend	tissue_down_trend
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CD74	4	17	0.658295022637769	0.04531209198703921	0.6129829306507297	2.0076574876950835	3.675513490085563	0.017882785489687254	0.33071976414990367	True	False
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	CD74	5	18	0.2604870913398539	-0.07498066579171767	0.3354677571315716	1.223498988567667	2.2235501464000564	0.07136219326569809	0.48551349244485476	True	False
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CD74	3	3	0.3128840611375648	-0.01620283096630813	0.32908689210387293	1.355449472330254	2.0750997370836424	0.11021853414965238	0.5650239538130032	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	CD74	6	6	0.4563312988529966	0.05580966598764613	0.4005216328653505	0.8573989675504065	1.6088134553339366	0.14115985041765897	0.5971549110623013	False	False
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	CD74	3	3	0.7056076006396906	-0.007431934061087869	0.7130395347007785	1.4838005999379582	2.271596468677221	0.1499879171925776	0.599946311409048	False	False
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	CD74	3	3	0.07662039370285265	-0.013625506764569842	0.0902459004674225	1.0130788837141882	1.550953958930085	0.2019217417767673	0.639511487404566	False	False
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CD74	5	17	0.35562644713316705	0.04819309500098231	0.30743335213218476	0.6719671136417497	1.3485166811430047	0.22330342370625392	0.6589539973724172	False	False
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	CD74	3	19	1.2464857924267425	-0.05013773559292476	1.2966235280196672	2.312352229713029	1.3940786425172265	0.2974844443287367	0.6909391450304019	False	False
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CD74	10	14	0.09834848508513251	0.025764849195687434	0.07258363588944508	0.35260343976324093	0.8742244954273404	0.392965014276988	0.7090143153936631	False	False
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	CD74	18	18	-0.09029130786029403	-0.01711423203010762	-0.07317707583018641	-0.2460392446932733	-0.7548931371270885	0.4556774861274621	0.7420746733358065	False	False
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	CD74	9	13	-0.2663483034479966	-0.38067964792620795	0.11433134447821136	0.28124815389193486	0.7282525156888059	0.47491442612346063	0.7555224660749033	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CD74	6	6	0.12112586764103155	0.04122352852042743	0.07990233912060411	0.30817259795829555	0.5782514802612869	0.580317834172273	0.8243689252596043	False	False
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CD74	6	6	0.16929951922535869	0.05580966598764613	0.11348985323771255	0.21897066063326315	0.4108740020490451	0.6913057539699705	0.8893798808683229	False	False
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	CD74	6	6	0.06812139897828899	0.04122352852042743	0.02689787045786156	0.07765189436979955	0.1457051118818365	0.8870810029910005	0.9885830731917585	False	False
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	CFB	3	3	0.21302516600953317	-0.0014655340421726867	0.21449070005170587	3.5461350034782115	5.428888323465168	0.005608538231452027	0.2447977208025304	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CFB	6	6	0.3945271729922602	-0.011544327967202792	0.406071500959463	2.2763499545198176	4.271316591788379	0.0071181584198570045	0.2617990100001821	True	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	CFB	6	6	0.42514449470311483	0.0062227818690755955	0.41892171283403923	2.0561815492222495	3.858195155575175	0.007908603396006585	0.2617990100001821	True	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CFB	6	6	0.5553068027434275	-0.011544327967202792	0.5668511307106303	1.7744478624812183	3.329553340966084	0.020323544475830766	0.3397591418304137	True	False
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CFB	4	17	0.9096665730283855	-0.017337909294410505	0.927004482322796	3.8126678609985456	3.9857056004943905	0.02549279620613792	0.35946187779321737	True	False
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	CFB	3	3	0.6092124011860486	-0.018921910714252074	0.6281343119003007	2.9048380028273133	4.4471068077326725	0.03484204144103953	0.3935002810758843	True	False
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	CFB	5	19	1.3678030470093963	0.22268740377256388	1.1451156432368323	1.5070367347636417	2.6297343249515643	0.044140546322656855	0.42269215718039366	True	False
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CFB	6	6	0.5621517306442624	0.0062227818690755955	0.5559289487751868	1.1278024891870022	2.1161954798557483	0.08593650905939475	0.5113788288340156	True	False
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	CFB	5	18	2.0206028109455865	-0.009426791995719832	2.0300296029413065	1.8451890102910813	1.9030257117603304	0.12941104931276814	0.591850533101207	False	False
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CFB	5	17	0.8955599711512651	0.003239108089169221	0.8923208630620958	1.593470104630794	1.690084645734301	0.16581058906246898	0.6132919162948071	False	False
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	CFB	3	19	1.526190473274266	0.032851935585997465	1.4933385376882684	2.9507062408937275	1.728672426517113	0.22574642950044685	0.6602799692517236	False	False
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CFB	3	3	0.3309056209779749	-0.017611084244219154	0.348516705222194	0.8871473091378207	1.3581613962942427	0.30177533990445116	0.6942410477899982	False	False
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	CFB	18	18	0.00018725678675149128	0.0	0.00018725678675149128	0.32592592592592595	1.0000000000000002	0.33133276203867895	0.7000024535402347	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CFB	6	6	0.0567815747342304	0.0036691815598237413	0.05311239317440666	0.3784781668722361	0.7101720324597652	0.49594842345890994	0.7691359460245882	False	False
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CFB	11	14	0.06992919727869852	0.12198728122188128	-0.05205808394318276	-0.2082579760253543	-0.5859269344029086	0.5653264231153998	0.8111659545590811	False	False
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	CFB	6	6	0.010080396863145628	0.0036691815598237413	0.006411215303321886	0.063864089034392	0.11983383423555846	0.907120952057114	1.0	False	False
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CFB	10	14	0.017402481166367813	0.01714567107484159	0.0002568100915262238	0.0020024658572597403	0.005215052016168254	0.9958866426472446	1.0	False	False
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	CFB	9	13	0.0	0.0	0.0				1.0	False	False
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	CFD	3	19	-0.14193760587275175	0.06601183210309458	-0.20794943797584634	-0.8754539643318434	-2.3543732326693934	0.06517768986605987	0.4754886788490876	False	False
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	CFD	5	18	0.18838462069055104	0.014360417393993234	0.1740242032965578	1.3841929989285375	1.6244223142497127	0.17623760130980679	0.6258176991385183	False	False
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CFD	6	6	-0.2432208551755112	0.16482732898239605	-0.4080481841579072	-0.5863123219745562	-1.1001496249939147	0.29704484138273984	0.6904600829941298	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CFD	6	6	0.2227656862347028	0.10820114008589676	0.11456454614880604	0.430805537871034	0.8083585030892246	0.44606340596557525	0.7358696425945942	False	False
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CFD	11	14	-0.13548400754955703	-0.16635039767872797	0.030866390129170945	0.2929908454479018	0.7648187551796399	0.45225939017038314	0.7397905604673439	False	False
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	CFD	6	6	0.3050602012747029	0.1069022160107422	0.19815798526396072	0.41504637925627874	0.7787882010668241	0.46088569530373	0.7452244657943919	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CFD	6	6	0.33644217250368014	0.1069022160107422	0.22953995649293796	0.36208161285239077	0.6794057291090605	0.5123967274395561	0.7775291879454597	False	False
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CFD	4	17	-0.1070828871500907	0.03293357001613524	-0.14001645716622596	-0.3815762727944106	-0.6994205559010356	0.5193380508701544	0.7804577412517962	False	False
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	CFD	18	18	-0.09518979085323684	-0.03881352279312659	-0.05637626806011025	-0.1770667581385513	-0.5432730079251005	0.5905346426737091	0.8269720812453882	False	False
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CFD	10	14	-0.13051227318916087	-0.1926020100567383	0.06208973686757743	0.20055585941305257	0.5365306775797416	0.5969914074256685	0.8300898477021366	False	False
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	CFD	5	19	-0.0231278339474092	0.019302596032001514	-0.04243042997941071	-0.2581394930257095	-0.5360170913728025	0.6102034490629086	0.8394198074277761	False	False
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CFD	5	17	0.023606952041680916	0.06052109589101214	-0.03691414384933123	-0.19132676423563455	-0.4819744960286648	0.6405413938695114	0.8549500782932492	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CFD	6	6	0.047630740763141076	0.10820114008589676	-0.06057039932275569	-0.2267175991040378	-0.42541026733641113	0.6834111847749021	0.8838346572329263	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	CFD	6	6	0.17594587053132485	0.16482732898239605	0.0111185415489288	0.016520586101570617	0.030999035706964603	0.9758833818414272	1.0	False	False
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	CFD	9	13	-0.012783106271837251	-0.013250587186518056	0.00046748091468080434	0.0015584228579089887	0.0037681463662265925	0.9970351946191673	1.0	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CHUK	6	6	0.1328206174437905	0.00815532707355352	0.12466529037023699	3.022886170785455	5.672108469405883	0.00020633423969307468	0.1221086030503616	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CHUK	6	6	0.10238936145658832	-0.005607724461476798	0.10799708591806512	1.5242912777391513	2.860162433459817	0.025588966373053492	0.35946187779321737	False	False
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	CHUK	3	3	0.1457639986901559	-0.0006770412029175355	0.14644103989307344	2.463500674253092	3.771449770576494	0.05506282639165778	0.4563890848541047	False	False
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CHUK	11	14	0.020822648991940064	0.09642551593358599	-0.07560286694164592	-0.6585977981554537	-1.7620653609621173	0.09145693958308816	0.524459465554957	False	False
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CHUK	3	3	0.14039824722483887	-0.0073331318501851485	0.147731379075024	1.148866373589781	1.7588352487104222	0.2026802020651978	0.640737946486026	False	False
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	CHUK	6	6	0.045192575754881566	-0.005607724461476798	0.05080030021635836	0.6220374606514006	1.1671838598976314	0.2723195796911067	0.6783244622194109	False	False
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CHUK	4	17	-0.0068132158573409145	-0.04914266053743443	0.04232944468009352	0.2876523646569845	0.929669221431683	0.3671504742699945	0.7002360501784015	False	False
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	CHUK	18	18	0.018046958552436227	-0.0026114546663121812	0.02065841321874841	0.277738007295491	0.8521507042020745	0.4005172416857558	0.7121204212703317	False	False
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CHUK	6	6	-0.0158309814960011	0.04599663956504276	-0.061827621061043864	-0.4038352814945521	-0.7577518275572308	0.46902441556957375	0.7515063837145068	False	False
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	CHUK	3	3	0.05054971044879463	-0.03412885649174134	0.08467856694053597	0.5014491218095921	0.7676840502501426	0.48668723557556715	0.7627688188920039	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CHUK	6	6	0.050342621836954336	0.00815532707355352	0.042187294763400815	0.370445329000673	0.6950993088603785	0.514258494892649	0.7780765964658787	False	False
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	CHUK	9	13	0.11816091783627972	0.07080351474509311	0.047357403091186606	0.1860594483913683	0.4565777231937827	0.653238853484733	0.8598459819667815	False	False
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	CHUK	5	18	-0.008784231567644293	-0.014692708897267648	0.005908477329623355	0.06794159356211554	0.14007807675193848	0.8928684023554616	0.9921132566916301	False	False
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CHUK	10	14	0.03954663418598406	0.04449965389877995	-0.004953019712795895	-0.04444539581904765	-0.10490853282118212	0.9178159510711524	1.0	False	False
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	CHUK	3	19	0.04758528201714026	0.03288425984537664	0.014701022171763618	0.06464120166916576	0.08500843946607255	0.9389619208845575	1.0	False	False
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CHUK	5	17	0.013348344583597387	0.008552035721448172	0.004796308862149216	0.016875372847989956	0.0544533651169443	0.9571582289851971	1.0	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	CHUK	6	6	0.05052317389801798	0.04599663956504276	0.004526534332975216	0.028168819067180564	0.052855644631369325	0.9589711383904815	1.0	False	False
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	CHUK	5	19	-0.012665222590090766	-0.012679326169363507	1.4103579272740571e-05	9.342382337016196e-05	0.00029090856616424574	0.999771715310345	1.0	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CIITA	6	6	0.20024936741227395	-0.02429954128365631	0.22454890869593025	1.154133371393269	2.1656024411275614	0.06519633583162449	0.4754886788490876	False	False
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	CIITA	5	19	0.3620078101316045	-0.00832595496793744	0.3703337650995419	2.280889211318359	2.3986891494571463	0.07339840048240868	0.48840250961300014	True	False
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	CIITA	3	3	0.31332709883660176	0.00521507025131315	0.30811202858528863	2.0336983523776087	3.1134520337900007	0.07793970675639975	0.49405820841772974	True	False
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CIITA	5	17	0.050301370742102926	-0.006720615710896025	0.057021986452998955	0.6849981338261967	1.8671487769660837	0.0869224386984596	0.5113788288340156	False	False
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CIITA	10	14	-0.0352206467279715	0.0649146406753273	-0.1001352874032988	-0.592753280640395	-1.6928516098195825	0.10820141816923401	0.5635230361860114	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CIITA	6	6	0.2194204703414655	0.01152049562739336	0.20789997471407215	0.9959477716869019	1.8687848207672824	0.10821582809587184	0.5635230361860114	False	False
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	CIITA	3	3	0.06556432212063329	0.0031843363114561463	0.06237998580917714	1.2169323590951826	1.8630395820403653	0.13751822963079405	0.5971549110623013	False	False
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	CIITA	5	18	0.10638953249140737	-0.006777174210735785	0.11316670670214315	1.5383803388458421	1.8110055330803547	0.1408974832291457	0.5971549110623013	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CIITA	6	6	0.06356593787477628	-0.02429954128365631	0.0878654791584326	0.6923024897646828	1.299028343685435	0.2231872798905868	0.6589539973724172	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	CIITA	6	6	0.16979627124005683	0.019744482964831497	0.15005178827522533	0.6135096342669636	1.1511823456069958	0.298095647914661	0.6912735283538259	False	False
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CIITA	11	14	0.023547127664206646	0.08752532408732354	-0.06397819642311689	-0.3084410334543388	-0.8896449053125186	0.3885371536879644	0.7087469724514041	False	False
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CIITA	3	3	0.2130865752306493	-0.00491810533863248	0.2180046805692818	0.5747644550935243	0.8799247732924688	0.4454269039674506	0.7357828391389754	False	False
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	CIITA	6	6	0.15450448300924266	0.01152049562739336	0.1429839873818493	0.42244211978963714	0.792665482627145	0.4483332520366276	0.7376536576546179	False	False
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	CIITA	18	18	-0.05421386362831765	-0.01811119667692969	-0.03610266695138796	-0.2490571383563718	-0.7641525835934133	0.45007111039214787	0.7382263944846816	False	False
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CIITA	6	6	0.11091890528702475	0.019744482964831497	0.09117442232219325	0.3931499658771615	0.737702025550982	0.4912592071564831	0.7655865847816155	False	False
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	CIITA	9	13	0.08202039196390964	0.17111649280181013	-0.08909610083790048	-0.27240845739782166	-0.627721558017026	0.539695764312994	0.7929293776574723	False	False
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	CIITA	3	19	-0.013917786182697867	-0.05540807382000435	0.041490287637306486	0.6592671614797647	0.6710773560031866	0.5666171468155925	0.8117923724134012	False	False
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CIITA	4	17	0.02988466966150835	-0.008327720959266685	0.038212390620775034	0.3634043719503726	0.5993599127966838	0.5811557474689368	0.8243844576327644	False	False
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CSF1	6	6	-0.5331367506525063	0.011614912275770585	-0.5447516629282769	-2.285725135647218	-4.288908072668098	0.002609138208664216	0.1918602191421821	False	True
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	CSF1	6	6	-0.45964495104520015	0.011614912275770585	-0.47125986332097075	-1.7481169314738008	-3.2801462881243593	0.008583105736996695	0.2617990100001821	False	True
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	CSF1	6	6	-0.21259051185020014	0.014004032143209605	-0.22659454399340975	-0.9747299922320719	-1.8289720260577627	0.11344199284230998	0.565412929420364	False	False
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	CSF1	5	19	0.4495069687961446	0.021774295279069485	0.4277326735170751	1.2416864870300437	1.7120838820356137	0.15385111772842236	0.6037487475511667	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CSF1	6	6	0.050413192869001124	0.012631082377072523	0.0377821104919286	0.8098693968648171	1.5196295214371114	0.15966066555469471	0.6085036299609503	False	False
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CSF1	5	17	0.18664909586227757	0.011818991425540895	0.1748301044367367	0.6985705717263023	1.228982766677306	0.26932115402401446	0.6783244622194109	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CSF1	6	6	-0.1368261079364819	0.014004032143209605	-0.1508301400796915	-0.6353265425456814	-1.1921193386767062	0.27238031163244747	0.6783244622194109	False	False
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	CSF1	5	18	0.10214052051924435	-0.015538799270977507	0.11767931979022186	0.8797137474770073	1.0521728652975215	0.3490733887006609	0.7000024535402347	False	False
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CSF1	3	3	-0.11469615777677274	-0.02919319376496334	-0.0855029640118094	-0.6413362536009433	-0.9818416092940636	0.38196823271903724	0.7051197033999544	False	False
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	CSF1	3	3	0.010181761810473462	-0.0014526881682289515	0.011634449978702414	0.6700551312825284	1.025808231984868	0.3995800390217149	0.7109785540981687	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CSF1	6	6	0.08829917387307584	0.012631082377072523	0.07566809149600331	0.4387597500814757	0.823283694412117	0.44543399097556874	0.7357828391389754	False	False
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CSF1	4	17	0.1415298217693432	-0.03739704438772343	0.17892686615706663	0.6645423514470834	0.809456485317569	0.4718117965439305	0.7538288909144116	False	False
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	CSF1	18	18	0.010321440019495112	-0.0033358781031872574	0.01365731812268237	0.23064142340863952	0.7076498218219622	0.4842924688814088	0.7613457387970897	False	False
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	CSF1	3	3	-0.04704864219714452	-0.012134703142139517	-0.034913939055005	-0.36531787649868025	-0.5592764945867806	0.6141436846311288	0.8415275138396294	False	False
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CSF1	11	14	0.0523546449311933	0.08387875854479823	-0.03152411361360493	-0.1757314571864743	-0.4772350315294773	0.6379190986990516	0.8549500782932492	False	False
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CSF1	10	14	0.08779014212108356	0.10375457429585579	-0.015964432174772225	-0.07778520352536329	-0.18646206774878357	0.8543730160920523	0.9786134471007154	False	False
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	CSF1	9	13	0.024939104210512947	0.012181172676455191	0.012757931534057756	0.07308563693461068	0.182073101045799	0.8574189416286663	0.9799546729545089	False	False
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	CSF1	3	19	0.018186839499256896	0.024555489320637697	-0.006368649821380801	-0.03528795922260093	-0.09103795876418232	0.9313157469433997	1.0	False	False
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	CSF2	5	19	0.33760208668653857	0.02287475352707104	0.31472733315946755	1.421143347032783	1.6150706958693581	0.1787658785198981	0.6262485788018659	False	False
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CSF2	6	6	0.0034966228316971443	0.0	0.0034966228316971443	0.8172657534637711	1.533507958975754	0.1857306743558617	0.6270217208427153	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CSF2	6	6	0.000687409672553153	0.0	0.000687409672553153	0.7919097899808604	1.4859303238628865	0.1974382582464204	0.6336440413786962	False	False
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	CSF2	10	14	0.00021643017232322626	0.0	0.00021643017232322626	0.6528243642509314	1.3675595144066046	0.20462552327851333	0.6420063231422319	False	False
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	CSF2	4	17	0.20397380696056122	0.00044102372767584885	0.20353278323288537	1.2093039530838654	1.3762429808679044	0.25564584969356635	0.6722153741490449	False	False
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	CSF2	5	17	0.01228916323501293	0.0	0.01228916323501293	1.2337307022620976	1.2824305984040225	0.2689665899659321	0.6783244622194109	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	CSF2	6	6	0.1075408717504361	0.0	0.1075408717504361	0.6494046632873267	1.218535360776293	0.27737308411223516	0.6804193158911237	False	False
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	CSF2	3	3	0.04172798242257315	-0.00044776625333993003	0.042175748675913075	0.934708724399751	1.4309746455669614	0.2884727769700762	0.684538244012677	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	CSF2	6	6	-0.06855715727774228	-0.008728195973655544	-0.059828961304086735	-0.5877350276658126	-1.1028191734138444	0.3124134254868615	0.6971578627568803	False	False
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	CSF2	5	18	0.2427030396203922	-0.005834318236778088	0.2485373578571703	1.1130321687117504	1.1415308206632986	0.31713102810342164	0.7000024535402347	False	False
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	CSF2	6	6	-0.059765890496747825	-0.008728195973655544	-0.05103769452309228	-0.5124070172584299	-0.961474570383625	0.3764306913555037	0.7018964370424519	False	False
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	CSF2	3	3	0.004594086811095019	0.0	0.004594086811095019	0.653197264742181	1.0000000000000002	0.42264973081037416	0.7247445707356345	False	False
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	CSF2	3	19	1.2626055884421283	-0.008221450199276214	1.2708270386414044	1.75402323781603	0.9986891594611921	0.42315429570393237	0.7247445707356345	False	False
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CSF2	11	14	0.003104659754916909	-0.003059496017584071	0.00616415577250098	0.2217584626091565	0.5226870161618973	0.6099610410285287	0.8394198074277761	False	False
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	CSF2	3	3	-0.0009465849875198729	-0.008312035877503182	0.007365450889983309	0.21353467463729295	0.3269068720328702	0.762472798492986	0.9334634488445533	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CSF2	6	6	0.0	0.0	0.0				1.0	False	False
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	CSF2	18	18	0.0	0.0	0.0				1.0	False	False
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	CSF2	9	13	0.0	0.0	0.0				1.0	False	False
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	CSF3	6	6	1.103034927863935	-0.015847673370090822	1.1188826012340258	2.000096181479788	3.7529572235431186	0.011858829564689321	0.2784942593802833	True	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	CSF3	6	6	0.14948641102270202	-0.004033066769279282	0.1535194777919813	1.215769791869039	2.2812563039766665	0.06989572887894893	0.48551349244485476	False	False
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	CSF3	11	14	0.06306580238621796	0.006402860655300242	0.056662941730917724	0.7221504601570345	1.7295600263582296	0.10492640869928496	0.5614416696947273	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	CSF3	6	6	0.12204259969587195	-0.004033066769279282	0.12607566646515123	0.9014182788348559	1.6914107792976978	0.15015284969593337	0.599946311409048	False	False
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	CSF3	5	18	0.060142699393933866	-0.015178962217686973	0.07532166161162084	0.9558249341032143	1.63653692998034	0.15978618468389943	0.6085036299609503	False	False
